genus	SRR12750669	SRR12750670	SRR12750671	SRR12750672	SRR12750673	SRR12750674	SRR12750675	SRR12750676	SRR12750677	SRR12750678	SRR12750679	SRR12750680	SRR12750681	SRR12750682	SRR12750683	SRR12750684	SRR12750685	SRR12750686	SRR12750687	SRR12750688	SRR12750689	SRR12750690	SRR12750691	SRR12750692	SRR12750693	SRR12750694	SRR12750695	SRR12750696	SRR12750697	SRR12750698	SRR12750699	SRR12750700	SRR12750701	SRR12750702	SRR12750703	SRR12750704	SRR12750705	SRR12750706	SRR12750707	SRR12750708	SRR12750709	SRR12750710	SRR12750711	SRR12750712	SRR12750713	SRR12750714	SRR12750715	SRR12750716	SRR12750717	SRR12750718	SRR12750719	SRR12750720	SRR12750721	SRR12750722	SRR12750723	SRR12750724	SRR12750725	SRR12750726	SRR12750727	SRR12750728	SRR12750729	SRR12750730	SRR12750731	SRR12750732	SRR12750733	SRR12750734	SRR12750735	SRR12750736	SRR12750737	SRR12750738	SRR12750739	SRR12750740	SRR12750741	SRR12750742	SRR12750743	SRR12750744	SRR12750745	SRR12750746	SRR12750747	SRR12750748	SRR12750749	SRR12750750	SRR12750751	SRR12750752	SRR12750753	SRR12750754	SRR12750755	SRR12750756	SRR12750757	SRR12750758	SRR12750759	SRR12750760	SRR12750761	SRR12750762	SRR12750763	SRR12750764	SRR12750765	SRR12750766	SRR12750767	SRR12750768
g__Comamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011080009	0	0	0	0	0	0	0	0.0018574471	0.00015970189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013901513	0	0	0	0	0	0	0	0	0	0	0	0.0003968989	0	0.00041505699	0	0	0	0	0	0	0	0	0	0	0	0.0013984203	0.0130309
g__Conexibacter	0	0	0.00013949433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Coprobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013523482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035668853	0	0	0	0	0	0	0	0	0	0	0	0	0.0039858615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Corynebacterium	0	0.00074992384	0.00073234525	0.010653195	0.00018116763	0	0.00050056097	0.00012910722	0	0.0022303604	0.0011258902	0.010923608	0.0051711937	0.0046643885	0.00079201267	0.0042107917	0.0006684492	0.00018420083	0.0030142543	0	0.0020444605	0	0	0.0015722521	0	0.00027041035	0.0097265047	0.00029701387	0.010646668	0	0.0002033278	9.8876108e-05	0.0032938729	0.00055895661	0.0029947861	0.0051468442	0	0.0017849297	0.0013921801	0.00012771392	0	0.010076803	0.00068225516	0.0054699155	0.0059536597	0	0	0.024281653	0.0043487715	0.00067521945	0.024043441	0.00055862021	0.0024703978	0.0010881141	0	0.0010161994	0	0.0027234287	0.0010196431	0.001390882	0.0072027394	0.0030537589	0.00013769769	0	0	0.00018278528	0.012204526	0	0	0	0.0054497354	0.024187142	0.001416885	0.00065867475	0.011250723	5.3095466e-05	0.00092654553	0.00054326003	0.024970707	0	0.00066863829	0.0092770646	0.0058380156	0.0028988563	0.0013494562	0.0018493611	0.0064812745	0.0056263885	0.0057411712	0.0026679813	0	0.0043229167	0.010414389	0.0073503154	0.0037488285	0.0070272194	0.00099739391	0.0014824169	0.0047649877	0.00094723637
g__Croceibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022349223	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Cryptobacterium	0	0	0	0	0	0	0	0	0	0	0.00047130289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043987591	0	0	0	0	0.0032388664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Cupriavidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082860212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Curtobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019569472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Curvibacter	0.0010841545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Cutibacterium	0.0018551088	0	0.00090671316	0.024518822	9.0583813e-05	0	0.0017605938	0	0.00052219321	0.0013492304	0	0.0012491122	0.0021501279	0.022698361	0	0.00090771558	0	0	0.0023663305	0.00067065333	0.0026655625	0.00028676302	0.0057487647	0.0042879604	0	0.00069856006	0.0091499336	0.00015993054	0.007450209	0	6.7775933e-05	0	0.0034424687	0	0.00019390701	0.0020162895	0.0076662603	0.0067827329	0.0021919431	0.0004789272	0.0058317212	0.016371196	0.00074427836	0.0033761679	0.0082860212	0.002614855	0	0.037330046	0.0028810611	0.0057393653	0	0.00067499942	0.0013913735	0.00027781636	0.00019616016	0.0032279276	0.00067535456	0.00045390478	8.9968511e-05	0.00015454244	0.0099185264	0.0010603329	0.00053111968	0	0	0.00010967117	0.0044936053	0	0.019512623	0.00019339153	0.027222222	0.01555866	0.00072180934	0.00028542572	0.0089900636	0	0.0015699799	0.00037792002	0.019294363	8.6475268e-05	0.00077150572	0	0.0030971632	0.024851104	0.00013229963	0.00023117014	0.0018198653	0.013619241	0.003024617	0	0.0033903302	0.00140625	0.0083096436	0.0066063564	0.0023288177	0.0060487458	0	0.00065885195	0.0019163537	0.0011008423
g__DEV114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022945991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Daejeonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010649364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dechlorobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043736879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Defluviitaleaceae_UCG-011	0.00093960055	0	0	0	0.0039856878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032948929	0	0	0	0	0	0.00079590375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019876764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024213075	0	0	0	0.00031623887	0	0.00014710827	0	0	0	0.0062349564	0	0.0037760417	0	0	0	0	0	0.00041178247	0	0
g__Deinococcus	0	0	0	0	0	0	0	0	0	0	0	0	0.0083827772	0	0	0	0	0	0.0020846245	0	0.00062110194	0	0	0	0	0	0	0	0	0	0	0	0.0040863837	0	0	0.00013265062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032586179	0	0.00011575682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018521949	0	0.00083011398	0	0	0	0	0	0	0	0.0007100054	0.0018086936	0	0	0	0
g__Delftia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034391534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017386265	0	0	0	0	0.0022687514	0	0	0	0	0	0	0
g__Demequina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0257566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020073208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dermabacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018040485	0	0	0.00047393365	0	0	0	0.00055820877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dermatophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002331281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desulfobulbus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033240028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8309968e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060846923	0	0	8.406187e-05	0	0	0	0.0030449787	0	0	0	0	0.0017608134	0	0	0	0	0
g__Desulfomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094569603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desulfovibrio	0.0013973547	0	0	0	0	0	3.4521446e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023796449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017930461	0	0	0	0.0013239744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Devosia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010367299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028999797	0	0	0	0	0	0	0	0	0	0
g__Dialister	0.0068663117	0.00051557264	0	0	0.0035101227	0.00010273533	0.00060412531	0.0011296882	0.00021502073	0.0021752898	0.0026707164	0.0044576159	0.00048990256	0.0064603028	0.0036960591	0	0.0004456328	0.03226146	0.0063383853	0.0071536355	0	0.00031543932	0.013160395	0	0.020352228	0.0030421164	0	0.0005483333	0	0.030715724	0.00027110373	0	0.0020060429	0.0036731435	0	0.0009550845	0	0.0014554042	0.023904028	0.00067049808	0.007878431	0	0	0.0012824204	0.0027620071	0	0.00018085363	0	0	0	0	0.0017224123	0.0017889088	0.00067138954	0	0	0	0.0051124012	0.0043784675	0.00015454244	0.0041917582	0.0078252571	0.00029506649	0.0015178192	0	7.3114113e-05	0	0.00014484776	0	0.0094485579	0.0042063492	0.0014243844	0.014783725	0.00046107232	0	0	0.0103979	0.00092118006	0	0.020062262	0	0.0041577881	0.021680143	0.0064565435	0.0019315746	0.0065778413	0.0024584145	0	0	0.0025519821	0.00066332547	0.0023958333	0.019079379	0.0088977503	0	0.00038545929	0.00099739391	0	0	0.006041832
g__Diaphorobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004608177
g__Dietzia	0	0	0.0002092415	0	0	0	0	0	0	0	0	0	0	0	0.00021600346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019775222	0.00042102135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018620674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027417792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001448411	0	0	0	0	0
g__Dolosigranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035120207	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025470932	0	0	0	0	0	0	0	0	0	0.00082654387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dyadobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060428946	0	0	0	0	0	0.00097748815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029162869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043923463	0	0
g__Effusibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010387054	0	0	0	0	0	0	0
g__Eggerthella	0	0	0	0.0019494248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014611917	0.00034602076	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0080482208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001279497	0	0	0	0	0	0	0.0035555793	0	0	0	0.0011581819	0.00051964003	0	0	0	0	0	0	0	0.00016812374	0	0.0056263885	0	0	0	0	0	0	0.0015052114	0	0	0	0.0011394536	0
g__Eggerthia	0.00086732358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010535805	0	0	0	0	0	0	0	0	0	0	0.00091524803	0	0	0	0	0	0.008277399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6790754e-05	0	0	0	0	0	0	0	0	0	0.00025572429	0	0	0	0	0	0	0.0005801746	0	0	0	0	0	0	0	0	0	0.00028825089	0	0	0	0.0017129605	0	0.00029421654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Eikenella	0.0067458501	0	0.0028945074	0	0	0	0.00020712868	0	0.003225311	0	0.00031420193	0.00085723383	0.0033204507	0	0	0.00027735754	0.00053475936	0.00089468975	0	0	0.03162444	0	0.00030881794	0.00095288008	0	0	0	0	0.0080895009	0	0	0	0	0.0007186585	0.00019390701	0.00068978325	0	0.0014004833	0.0014218009	0	0	0	0.0027290207	0	0.00046033451	0	0.0006329877	0	0	0	0.0025750833	0.014291367	0.00056790754	0	0.00026972023	0.019487118	0.005302784	0.00043001505	0.00020992653	0.0089193068	0.0018892431	0	0	0.00015178192	0.00057774843	9.1392641e-05	0.0043074796	0.023870912	0	0.0025693447	0.0056878307	0	0	0	0	0.00063714559	0	0.00023620001	0	0.00020177563	0	0	0	0.0031360354	0	0.0001260928	0.00012770984	0	0.0019323942	0.00049299655	0	0.0011458333	0.00062869014	0.00050589216	0.0051404391	0.0020458993	0	0.00090592143	0	0.0044033691
g__Empedobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024065579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1669175e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Endomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005125389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enhydrobacter	0.00036138483	0.0012889316	6.9747167e-05	0	0	0	0.00025891085	0	0.00018430349	0	0	0.00085723383	0.00021773447	0	0	0.00068078669	0	0	0.0028452307	0.000251495	0.00038818871	0.00011470521	0.0024467883	0.00052408404	0	6.7602587e-05	0	9.1388883e-05	0	0	0	0.00052733924	0.0078260439	0	0	0.00015918075	0	0	0.0022511848	0	0.0054392015	0	0	0.00044492135	0.0013810035	0.048523765	6.0284543e-05	0	0	0.00039899331	0	0.00011637921	8.5186132e-05	4.6302727e-05	0	0	0	0.00014333835	0	0	0.0070256229	0.00021206659	0	0	0	0	0.0057167167	0	0.008747038	0	0	0	0	8.78233e-05	0.00063088166	0	0.00059195964	0	0	0	0	0	0	7.9059716e-05	7.9379779e-05	0	0.00044698445	0	0.00025205142	0	0.00083529874	0.00013020833	0	0.0021128437	0.0012780097	0.000207555	0	0	0	0.00038401475
g__Ensifer	0	0	0	0	0	0	0	0	0.00030717248	0	0	0.00078375664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018277777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012457197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0.00068578706	0	0	0	0	0	0	0	0	0	0	0	0.00047644004	0	0	0	0	0	0	0	0	0.00044578731	0	0	0	0	0	0	0	0	0	0.00049618557	0	0	0	0	0	0	0	0	0	0	0	0.00066204056	0	0	0.0005733534	0	0.22900982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033849759	0.00069180214	0	0	0	0	0	0	0	0	0	0.00049299655	0	0.030286458	0	0	0.0053392406	0	0	0	0	0
g__Enterocloster	0.00072276965	0.0015467179	0	0.01309684	0	0	0	0	0.00039932422	0.0010188066	0	0.003037057	0.00084372108	0	0.00021600346	0.0017397882	0	0	0	0	0.00020703398	0	0	0	0	0.00042814972	0.0053896869	0.00022847221	0.0041799852	0	0	0	0.0018079152	0	0.00030163313	0.00092855437	0	0.0032403339	0	0	0.0072616144	0.0051972051	0.0011474291	0.0010730456	0	0.0013239772	0	0	0.00152207	0.000890062	0.0027430235	0.00069827526	0	0	0.00046588039	0	0.00020010506	0.0015050527	0	0.00044154984	0.0064942732	0.0010391263	0.00017703989	0	0	0.00016450675	0	0	0	0	0.00044973545	0	0.0012297492	8.78233e-05	0.0019715052	0	0	0	0.0040359328	0	0	0	0.00076743867	0.0014757814	0	0.00027320108	0	0.019293924	0.0019043885	0.00011599919	0.0034886006	0.00091145833	0.00082003061	0	0.0013348101	0	0	0.00043923463	0.0034183607	0
g__Enterococcus	0	0	0	0.0044479833	0	0	0	0	0	0	0	0	0	0	0.00028800461	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016965822	0	0	0	0	0	0	0	0	0	0.001007109	0	0	0.0028873361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026296327	0	0	0	0	0	0	0	0	0	0.0023387558	0	0	0	0	0	0	0	0	0.00054048742	0	0	0	0	0	0	0	0.00049203677	0
g__Ercella	0	0	0	0	0	0	8.6303616e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Erysipelothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049531923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Erysipelotrichaceae_UCG-006	0	0	0	0	6.793786e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053524142	0	0	0	0	0	0.00017494752	0	0	0	0	0.00032948929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010005253	0	0.0012895487	0	0	0	0	0	0	0	0	0	0	8.2882086e-05	0	0	0	0	0	0	0	0	0	0.00014412545	0	0	0.00098670687	0	0	0	0	0	0	0.00043499696	0	0	0	0.003124628	0.001704013	0	0	0	0	0
g__Erysipelotrichaceae_UCG-008	0.0003372925	0	0	0	0.00024910548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018304961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2605454e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037472616	0	0	0	0	0	0.00016812374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Erythrobacter	0	0	0	0	0	0	0	0	0	0	0	0.0009796958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056714052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032176172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013640809	0	0	0	0	0	0	0	0	0	0.00057469429	0.0047570752	0	0	0	0	0	0	0	0.00059301429	0	0	0	0
g__Escherichia-Shigella	0.0089382514	0.00042183216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033257317	0	0	0	0	0	0	0	0	0	0	0	0	0.021091449	0	0.0023066784	0.046741706	0	0	0	0	0	0	0	0	0.0011301757	0	0.0025474188	0.0035827246	0	0	0	0	0	0	0.00026278698	0	0	0	0	0	0.20833586	0	0	0	0	0	0	0	0	0	0	0.031018348	0	0	0	0	0	0.0011058249	0	0	0	0	0	3.1927461e-05	0	0	0.00020299858	0	0	0	0	0	0	0	0	0	0
g__Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00083976703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027796043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015875956	0	0	0	0	0	0	0.0003125	0	0	0	0	0.00022521798	0	0	0
g__Extibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033174528	0	0	0	0	0.0014930419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004443128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017930461	0	0	0	0	0	0	0	0	0	0	0	0.00095226759	0	0	0	0	0	0
