genus	SRR12750669	SRR12750670	SRR12750671	SRR12750672	SRR12750673	SRR12750674	SRR12750675	SRR12750676	SRR12750677	SRR12750678	SRR12750679	SRR12750680	SRR12750681	SRR12750682	SRR12750683	SRR12750684	SRR12750685	SRR12750686	SRR12750687	SRR12750688	SRR12750689	SRR12750690	SRR12750691	SRR12750692	SRR12750693	SRR12750694	SRR12750695	SRR12750696	SRR12750697	SRR12750698	SRR12750699	SRR12750700	SRR12750701	SRR12750702	SRR12750703	SRR12750704	SRR12750705	SRR12750706	SRR12750707	SRR12750708	SRR12750709	SRR12750710	SRR12750711	SRR12750712	SRR12750713	SRR12750714	SRR12750715	SRR12750716	SRR12750717	SRR12750718	SRR12750719	SRR12750720	SRR12750721	SRR12750722	SRR12750723	SRR12750724	SRR12750725	SRR12750726	SRR12750727	SRR12750728	SRR12750729	SRR12750730	SRR12750731	SRR12750732	SRR12750733	SRR12750734	SRR12750735	SRR12750736	SRR12750737	SRR12750738	SRR12750739	SRR12750740	SRR12750741	SRR12750742	SRR12750743	SRR12750744	SRR12750745	SRR12750746	SRR12750747	SRR12750748	SRR12750749	SRR12750750	SRR12750751	SRR12750752	SRR12750753	SRR12750754	SRR12750755	SRR12750756	SRR12750757	SRR12750758	SRR12750759	SRR12750760	SRR12750761	SRR12750762	SRR12750763	SRR12750764	SRR12750765	SRR12750766	SRR12750767	SRR12750768
g__Lachnospiraceae_UCG-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020548649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2225572e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lacibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0070550361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lacrimispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00040355125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lacticaseibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017509192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lactobacillus	0	0.0024841227	0	0	0	7.7051496e-05	0.00012082506	0	0	0	5.2366988e-05	0	0.00035381852	0	0	0.00017650025	0	0	0.0013240183	0.00016766333	0	0	0	0	0	0	0	0	0	0	0	0.1083023	0	0	0	0	0	0	0.0026658768	0	0	0	0	0	0	0	0	0.0069180451	0.001223092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043409629	0	0	0	0	0	0	0	0	0	2.1955825e-05	0	0	0	0	0	0	0.0024173846	0	0.00060298753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019216515	0	0
g__Lancefieldella	0	0.0016873286	0	0	0	0.00041094131	0.00031069302	0.00083919695	0	0	0.0085096355	0.0054128193	0	0	0	0	0.00035650624	0.011209936	0.004450955	0	0	0.00020073411	0.0038958571	0	0	0.00094643622	0	0	0	0.00040270913	0.0012538548	0.061006559	0.0013621279	0	0	0.0018305786	0	0	0.00085900474	0	0	0	0.010978106	0	0	0	0.00045213407	0.0052741532	0	0.0029771039	0.0089288213	0.005306892	0	0.00097235727	0	0	0.001700893	0	0.021082621	0.0014129595	0	0	0	0.00078926598	0	0	0	0.00072423882	0	0.0077909161	0.0013227513	0	0	0.0025688315	0	0	0.014129819	0	0	0.00066297706	0.00072007201	0	0	0.00063247773	0	0.00098772697	0.0019156476	0	0.0011482342	0	0	0.00057291667	0.0050568555	0.030264254	0	0.0017493922	0.0015121779	0	0.0062928914	0
g__Lautropia	0	0	0.011752398	0.10137009	0	0.013484012	3.4521446e-05	0	0	0.00099127131	0.0014139087	0	0.0016057917	0	0	0	0.00017825312	0	0.0085356922	0.0026546694	0.00036230946	0.00017205781	0.0026130749	0.0068607366	0	0.0036280055	0	0.0017820832	0.0021883452	0	0	0	0.00044578731	0.00079850945	0	0.0020162895	0	0	0.00062203791	0	0	0.00051972051	0.068907772	0.0007066398	0	0	0	0	0	0.027315696	0	0.00067499942	0	0.029054961	0.042247995	0	0.035243503	0	0.0061178587	0.0014571145	0.019778014	0	0.01611063	0	0	0.0038019339	0	0	0	0	0	0	0	8.78233e-05	0.0029441144	0	0.010089051	0	0.020648353	0	0.00069435515	0.0051452627	0.0012333836	0.0062457176	0	0	0.00028734715	0	0	0	0.012431211	0	0	0.0011010594	0.0053108404	0.024254285	0	0.0095533533	0	0.0057346202
g__Lawsonella	0	0	0.00097646033	0	0	0	0	0	0	0	0	0	0	0	0.00040800653	0	0	0	0	0	0.00069873968	0	0	0	0	0	0	0	0	0.00091524803	0	0	0	0	0	0	0.0031694433	0	0.00035545024	0	0	0	0	0.00049726504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065533121	0.0014208461	0	0	0	0.00023762087	0	0	0	0.00011050945	0	0	0	0	0	0	0	0	0.0027600573	0	0	0	0	0.00023717915	0	0.0001260928	0	0	0	0	0	0.00067708333	0	0	0	0	0	0	0	0
g__Legionella	0	0.0012889316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Leifsonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014859577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lentibacillus	0	0	0	0	0	0	0	0	0	0	0.00020946795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lentimicrobium	0.13188137	0	0	0	0.065990308	0	0.00082851471	0	0.0026416833	0	0	0	0	0	0	0	0.0041889483	0	0	0	0	0	0.0021854808	0.0018581162	0.0009038955	0	0	0.10055062	0	0.0079809628	0	0	0	0	0	0.02753827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12965329	0	0	0	0	0	0	0.087471023	0	0.00065740643	3.9342198e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15643527	0	0.023809524	0	0	0.0041112786	0.0045064038	0	0.0026689644	0	0	0	0.010961923	0	0.013333333	0	0	0.016216523	0	0.0010295679	5.4904329e-05	0	0
g__Leptotrichia	0.0015178163	0.0036793138	0	0	0.041419448	0.13897522	0.045154052	0.21438254	0.0024880971	0.01927472	0.088814411	0.10916261	0	0	0.00026400422	0	0.0031194296	0.00052628809	0.044791256	0.0034370983	0.26691856	0.011958018	0.010642341	0.0037876983	0.013441801	0.00099150461	0	0.011126596	0	0.0070657148	0.068792572	0.0052733924	0.0018822131	0.0022624434	0	0.0045631815	0.0059054585	0.0097484622	0.011877962	0.00038314176	0	0	0.0095515723	0.0041874951	0	0	0.14474319	0	0.0036964558	0.096679148	0	0.0038637898	0.0073260073	0.013705607	0.0081161268	0.037808596	0.012356487	0.0010272582	0.082261209	0.094138426	0.0023025151	0.0032658255	0.0001180266	0.020369134	0.0002751183	0	0	0.0077059011	0	0.0040335949	0.02978836	0.0027118087	0.0017376891	0.0019540684	0.13587614	0.00037166826	0.081355845	0.00016534001	0.0035151673	0.0077827741	0.15947023	0.027831194	0.071755516	0.02311179	0.011033789	0.0030892737	0.057884486	0	0.00081216568	0	0	0.0065364583	0	0.16628973	0.035244668	0.015181166	0.0056947975	0.00057649546	0.056972679	0.015437393
g__Leucobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028734715	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012275587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Leyella	0	0.00039839704	0.00010462075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047510452	0	0	0	0	0.0001142361	0.00078682075	0	0	0	0	0.00021293585	0	0	0	0	0	0	0.0024953038	0	0	0	0.00039895658	0	0	0	0.0012774516	0.00024553434	0	0	0	0	0	0	0	0	0	0	0.0006199079	0	0	0	0	0	0	0	0	0	0.00021164021	0.00052044813	0	0	0.00086746228	0	0	0	0	0	0.00015430114	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005396041	0	0	0.00030197381	0.00036255341	0
g__Lichenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013813681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ligilactobacillus	0	0.0011014506	0	0	0	0.00020547066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0289707	0	0	0	0	0	0	0.00382109	0	0	0	0	0	0	0	0	0	0	0.0004296851	0	0	0	0	0	0	0	0	0	0	0.0032471366	0	0	0.00024285107	0	0	0	0	0	0	0	0	0.0021119606	0.00013173495	0	0	0	0	0	0	0.00066863829	0	0.0007948472	0	0	0	0.00047891191	0	0	0	0	0	0	0	0.00048280367	0	0	0	0	0
g__Limibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028267015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Limnobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023699746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Limosilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056905066	0	0	0	0	0.0018127287	0	0	0	0	0	0	0	0	0	0	0	0.00018320291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027320746	0	0	0	0	0	0	0	0	0.00082874405	0	0	0	0	0	0	0	0	0	0	0	0.00015875956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Litorilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029719154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Luteimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017336173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011358151	0	0	0	0	0	0	0.00017661994	0.0015645295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Luteococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001029495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Luteolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037148942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035960136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049040041	0	0	0	0	0	0	0.0010603329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lysobacter	0	0	0	0.0025809286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006768444	0	0	0	0.00060998339	0	0	0	0	0	0	0	0	0	0	0.021799388	0	0.027192546	0.21368728	0.080332318	0	0	0	0	0	0	0	0	0	0	0.008729583	0	0	0	0	0	0.00017703989	0	0	0	0.0012762902	0	0.025831554	0	0.0021428571	0	0.0005079399	0	0	0	0	0	0.02976175	0.00014412545	0	0.0014032535	0.0038920104	0	0	0.0014710827	0.00047891191	0	0	0	0	0	0	0	0.00090880691	0	0.00045043596	0.00087846927	0	0
g__Mannheimia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0712768e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Marinobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010959279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072814854	0	0	0	0.00068335885	0	0	0	0	0	0	0
g__Marinococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072007201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Marmoricola	0	0.00089053456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061914904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00091188633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Massilia	0	0	0	0	0.0010190679	0	0	0	0	0.0040476912	0	0.045457885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010843373	0	0	0	0	0	0.0015297109	0	0	0	0	0	0	0	0	0.017064043	0.017063066	0.090328346	0	0	0	0.012061875	0	0	0	0	0	0	0.00015007879	0	0	0	0	0	0.0011409238	0	0	0	0	0	0.0019600386	0	0	0	0.0017644228	0	0.014326271	0	0	0	0.0042963156	0.0031131097	0	0	0	0.00055341802	0.02503109	0	0.12362313	0	0	0	0	0	0.001312049	0	0.00085200648	0.00011860286	0.0010939159	0.0064238065	0	0
g__Mediterraneibacter	0	0	0	0	0	0	0.00012082506	0	0	0	0	0.0010041882	0	0.0049886508	0	0	0	0	0	0	0	0	0	0.0026680642	0	0	0	0	0.00095893779	0	0	0	0.0010897023	0	0	0	0.0059054585	0.0013455624	0.00079976303	0	0.010569995	0	0	0.0018058573	0.001902716	0	0	0.0035960136	0	0	0	0.00016293089	0.00014197689	0	0	0	0	0	0	0.00037531736	0	0	0	0	0	0	0	0	0	0	0	0.0010408963	0.0018178902	0	0	0	0	0	0	0	0.0014915777	0	0	0	0	0	0.00019156476	0.0079445571	0	0.00049299655	0	0	0	0	0	0.0016011386	0	0	0	0
g__Megamonas	0.0043607102	0.00782733	0.001673932	0.056341122	0.00045291906	0.00048799281	0.0029515837	9.6830418e-05	0.0015972969	0.0060577691	0.00089023879	0.0060251292	0.0035381852	0.085031553	0.0021840349	0.015128593	0	0.00023682964	0.0066482619	0.0023193428	0.0035972154	0.00054484974	0.0087656784	0.016865977	0.00034989503	0.00096897041	0.076057256	0.0010509721	0.014777477	0	0.0003049917	0.00026366962	0.012135321	0.00098482832	0.0040720472	0.009338604	0.05520791	0.043195299	0.0061315166	0.0017560664	0.094625284	0.028267021	0.003008125	0.010259363	0.0051557465	0.013239772	0.00072341452	0.0054796397	0.0080452272	0.0039285495	0.022783889	0.0024672393	0.0011358151	0.0012270223	0.0020351617	0.017006396	0.0012506566	0.0030101054	0.00029989504	0.0018324318	0.022995631	0.0065104443	0.00092454166	9.1069152e-05	0.00016507098	0.0012429399	0.036985828	0.00026072598	0.02050727	0.00038678307	0.0037830688	0.012956419	0.022696894	0.00059280727	0.019820199	0.00031857279	0.015030627	0.0022439001	0.043067309	0.00046120143	0.0047319018	0.016267346	0.0068247225	0.0015811943	0.00060857831	0.00071452589	0.0015644456	0.040930165	0.0050130227	0.0033639765	0.0089180425	0.0010416667	0.0052481959	0.0089275086	0.0039192298	0.0015418372	0.00083652392	0.0024706948	0.011860676	0.0094211618
g__Megasphaera	0	0.005085421	0.00024411508	0.0081271794	0.00011322977	0.00010273533	0.00079399327	0	0	0.00090866536	0.010394847	0.0083274143	0	0.006385473	0.00084001344	0.0018154312	0.0014705882	0	0	0.00027943889	0.00072461893	0.00011470521	0	0.0014054981	0	0.00042814972	0.0075455617	0.0005483333	0.007278092	0.0012081274	0	0	0.0057209371	0.00037263774	0.0030594217	0.0033693259	0.006691047	0.0035149385	0.00020734597	0.00028735632	0.019373651	0.011982445	0.0067295168	0.0049203067	0.0015958263	0.0049318152	0	0	0.0032887584	0.00092075379	0	0	0.0003691399	0.00034727045	0	0.0051706617	0.00035018385	0.0037745766	0.00089968511	0.0002649299	0	0.001866186	0.00019671099	0	0	0	0.0023398655	0	0	0.00063542933	0.00095238095	0.0011778563	0.0012564829	0.00057085145	0.0018400715	0	0.0015185052	0.00042516003	0.0029423252	0	0	0.0034561613	0.0081129231	0.0011331893	0.00042335882	0.00071452589	0.0027457616	0	0.00047609712	0.00046399675	0.0018425708	0.010182292	0	0.0036305202	0.0014768112	0.00083022001	0.00022521798	0	0.0036514308	0.0036097386
g__Mesobacillus	0	0	0.0010113339	0	0.00099642194	0	0	0	0	0	0.00081168831	0	0	0	0.0019920319	0	0	0.00042103047	0	0	0	0	0	0	0.00017494752	0	0	0	0.0022866978	0	0.00081331119	0	0	0.0012509981	0.00099108028	0	0	0	0	0	0	0	0.00058922037	0.0034808553	0	0.0030120482	0	0	0	0.0039899331	0	0	0	0	0	0	0	0	0	0.0066674026	0	0	0.00029506649	0	0	0	0	0	0	0	0	0	0.0037427151	0	0.02173913	0	0	0	0.012368181	0.0050732157	0	0	0	0	0	0.00063046402	0	0	0	0.0089899371	0	0	0.012109119	0	0.028627418	0.010110894	0.0023165278	0.02105581	0.014139583	0.0047105809
g__Metabacillus	0	0	0	0	0	0	0	0	0	0	0	0.0037718288	0	0	0	0.0028492184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000848964	0	0	0.00047393365	0	0	0	0	0	0.0067515728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067630554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068789308	0	0	0	0	0	0	0	0	0
g__Methylobacillus	0	0	0	0	0	0	0	0	0	0	0	0.00088172622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylobacterium	0.007637266	0.01963863	0.0032083697	0.013728344	0.00018116763	0	0.0020885475	0	0.0037782215	0.0064983341	0	0.0021798232	0.0016057917	0	0.0058320933	0	0	0.00026314405	0	0	0.00028467172	0	0	0	0	0	0	0	0	0	0	0	0.00086680866	0	0	0.00037142175	0.005228227	0.021528998	0.0024881517	0.0058109834	0.0076821712	0.022867702	0	0	0.00076722418	0	0	0	0	0	0	0	0.00034074453	0	0	0	0	0	0	0	0	0.00029689322	0	6.0712768e-05	0.00013755915	0.0018644099	0.011779095	0	0	0	0	0	0	0	0	0	0	0	0.0054940763	0	0.0073293044	0.049555636	0.0060024668	0	0.0023284735	0	0.004501772	0	0.0097459882	0.019719862	0.017443003	0.0038020833	0.020364094	0.00068444233	0.014285309	0.00097847358	0	0.0029373816	0	0
g__Methylocella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003605132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062812426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003553466	0	0	0	0	0	0	0
g__Methylopila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021419156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylorubrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022941042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017180095	0	0	0	0	0	0	0	0	0	0	0.013565773	0	0	0	0	0.00041684035	0.014884333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013406235	0	0	0	0	0	0	0	0	0	0	0	0.0007343316	0	0	0	0	0	0.006642248	0	0	0.001452885	0	0	0	0
g__Microbacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059662581	0	0	0	0	0.00013183481	0.014067066	0	0	0.00092855437	0	0	0.00062203791	0	0	0	0	0	0	0	0	0	0.0049195477	0	0	0	0	0	0.00014712012	0	0	0	0	0	0	0	0	0	0	0	0.0021803292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00093356918	0	0	0	0	0	0	0	0	0
g__Microcella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020868498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Micrococcus	0	0.0013123667	0	0	0	0	0.00048330025	0	0	0.00090866536	0.00062840385	0	0.00024495128	0	0	0	0	0	0	0	0.00056934344	0	0.0018529076	0	0	0.00056335489	0.010904715	0.00025131943	0.0014507008	0	0	0	0.0026747239	0.00021293585	0	0	0	0.0065081283	0	0.00038314176	0.00033644545	0.00046197378	0.0012094523	0.0025648407	0.00079791315	0	0	0	0.0036964558	0.00039899331	0	0	0	0.00011575682	0.00068656058	0.0079203778	0.00065034143	0	0	0	0.0042803164	0.0019085993	0.00043276418	0	0	0.00049352026	0	0	0	0	0.0008994709	0.0067932177	0	0.00024151407	0.0051522002	0	0	0	0.0018487176	0	0	0	0	0.00018447267	0	0	0.00092589636	0	0.00050410284	0	0.0022110849	0	0.00027334354	0	0.0032376246	0.0025203107	0	0	0	0.0024064924
g__Micropruina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034672346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
