	Taxon	genus
e13af56fdeaae4339003dfd36151d898	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	g__Prevotella
0393558c5e2193888c4d5fa107114a57	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__	g__Ligilactobacillus
6184f0b1e75cda5265da4646ba5fe76b	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	g__Faecalibacterium
b64e72495cbebae87f1e752ebe7089c9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__	g__Tannerella
207ddbf3e0f0d95345441741f96e912a	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_sulci_group;s__	g__[Eubacterium]_sulci_group
9512fd7c1a528175e2d99e0d3cdadc20	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus
40d61cb9afed3fd5cb8ee7e6d3b38643	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Filifactor;s__	g__Filifactor
f5305538b5bdf8e6b7524a7985d5beda	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella;s__	g__Hoylesella
57b10036b644c6dc0d042ce9b1d90f1f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	g__Porphyromonas
8a9ffb91aab93b852a9d5587aa965bd2	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__	g__Solobacterium
a397455a06facf378230dfc4e5fc8f08	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	g__Prevotella
98e84c68971e61970ee393dfa55cb569	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__	g__Sneathia
1dd6edf20fb3a3dc300d5ceeade31446	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella;s__	g__Hoylesella
9521538e00815c5f0c141492e2fa1d27	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella;s__	g__Hoylesella
89522ba2c35d9338e027ecbb4ffce121	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__	g__Gemella
cbefba2374cada539a4df6d936ac216e	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
6e068417e42fe600da3d0cfd4d82a1da	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
b76b0fd02aa3d811dee357bd098c0e63	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
ae924b63828de2a16b8d48552435adff	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
c03e0503619ac9d10a42ce2dc3f7cac4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Xylanibacter;s__	g__Xylanibacter
b2ae01683e702fecf3410cce5769f5df	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
dc5ff09a7ec6302f444f6df05bcb107e	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__	g__Solobacterium
834d3ecea29e655353a47cfa39ba1ef0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__	g__Neisseria
1e5b97b74876f77c36e8a6b63c466541	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Segatella;s__	g__Segatella
e8e82a4b46c2e257cb5ae2f3b8c2b16e	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
1afaa9569d6c95427ce8c4b33c62913d	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Incertae_Sedis;s__	g__Incertae_Sedis
04bec2d4c4c04394b3167f2fb1287882	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	g__Capnocytophaga
b89b8bea735fc00d3c074fcdb8ece06e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	g__Porphyromonas
da1bcec4c6d1504a3edd8ef0b13c2c1e	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
6bf6d595b5bfa49f1e9302c843f79854	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Segatella;s__	g__Segatella
b927f02c9e8783551e985c4b345980e3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;s__	g__Bergeyella
32af2530def4435ead18957611afccd3	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
96ddf26f57742c87983dcae17c4b53d6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	g__Prevotella
9188e8a2722781ba41c79fa756e5c8cd	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
8d185933a1ce8e33ff73e97487c59957	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	g__Roseburia
b59e9facaee4a3b5ca52bf90cf33d636	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	g__Prevotella
dc151dc2d2114e134d87b772f95e9085	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
02962790706bef4462b7eeca41cb2a86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella;s__	g__Hoylesella
ddade057140a776981dc356c28209f30	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__	g__Staphylococcus
0d3c31f1095cfe83d4ba437d17993b51	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__	g__Staphylococcus
4db75197ef334ece502bad2666bfdbb3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella;s__	g__Hoylesella
ff94ad8c0121e67acd2cdaadb12714ae	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__	g__Schaalia
26f279d7f7e7f834a0162285b29d5f6b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	g__Capnocytophaga
ca86e4366aa10600982eef8c28b31e9c	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
49eb754edbfc3130871d8156fd54d38f	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	g__Lachnoanaerobaculum
45466f6f018c4bb506aa123e4b22ebf7	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	g__TM7x
0d9fc34b4a54f837e8904090c2621f50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Incertae_Sedis;s__	g__Incertae_Sedis
10e47ac3f6e4c3979bd84299410a9bb4	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
435a989253f31815cf339128ca9cc881	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
f798e2d556ae7bd942c496e39275d35e	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	g__Peptostreptococcus
78fed910a330f50275b9050d2c69fec2	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__	g__Mycoplasma
eb6ff70e3b8dee650d068b59076a0784	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__	g__Elizabethkingia
10cc78d78e5344f7548443066f3ee4ab	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Pseudoleptotrichia;s__	g__Pseudoleptotrichia
1ff4376fdc7c72e90aeae6ab2913b17d	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
96466c3d2a74f86a6def08df30775872	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	g__Capnocytophaga
de68f74efd44a8e48053be7b88f37e79	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__	g__Alloprevotella
8d75849858a053ca9126de852ff26068	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	g__Prevotella
db1e910f820784b3b4334a5b1c687444	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__	g__Veillonella
348ca556bf8bcf788d8e07281432b77e	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
affe2ec2e514f2919ed4b938e41cd278	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	g__Lactobacillus
f971ccd6603170ce493216afa6e58493	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
c8d1566e37bb3e51529029577facaf36	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
8c6aef69d1fedc8f3e07e36f5c2d3fa8	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
ecfc917a2152ee880ad5d2f9d1627c0d	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	g__Lachnoanaerobaculum
b941bea1bfe5e531666ef40fcdd4b6ea	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
c85d4b35b14c3168c9c0740af89bbf03	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
54e7526a723d575ca4ff2cf6b745dfcd	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Simonsiella;s__	g__Simonsiella
f7a1c2a7dc74eb24446faaa79f519ee6	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	g__Roseburia
7b7655d94bd2ff873103048805a263b6	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Filifactor;s__	g__Filifactor
91512908bb1eb5b3ae23d6e43d8a2cea	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
3adc0ca6c88d7bfa6022aa4e2f4fe1d2	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
50eb5780fa207890bb14b3e185cb61ed	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__	g__Comamonas
5812680680a8362747d5a17a6d8e786d	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__	g__Haemophilus
caddd487c091e301d410906ed5ff21fe	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridia_UCG-014;f__Incertae_Sedis;g__Incertae_Sedis;s__	g__Incertae_Sedis
d6a8f39f138c7c5967b4f0a716d497a0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	g__Prevotella
da8d3e17a189d810239ecdd81960d59a	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
2324dfc8fd070ef92e0808d09f40c81e	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__	g__Catonella
d89dc46abd59c72724f35e370d3703bb	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	g__Bulleidia
da639a5e72f6bbf8c35a55cd3cb47a68	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__	g__Cardiobacterium
e39a2c83ac77960cd6a7217793869e75	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
f31e54846231fa62910ab0fe7d91c1af	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	g__Prevotella
18cac3ed92907add6a2b2756ed6eb3a1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus
630fff6cda9649cac1800f311100fe05	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
363a4c736cef948f9f8eb263c1e2bf85	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
1e16469d882d4a0108e4014ce32828e6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Incertae_Sedis;s__	g__Incertae_Sedis
c5d58f87cd2d59b52eb1b2a4c09e2556	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma;s__	g__Acholeplasma
b235b276e08a474c409e0b52e0631583	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
85e6c6ae5ce56001b5ecd0ed28dcde07	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	g__Sphingobium
4f9ca7c3b12776e90f0236ba9ad62935	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__	g__F0058
4acd6fc4dc65e28c3cddaf124c4ff6b1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	g__Porphyromonas
2edec6d2297dd609d7705057465eadfb	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
bff58d009dfb4398006ed2b2e1a3d247	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__	g__Johnsonella
3b271a30d91a47d9f5f27b52df4d5dc4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__	g__Alloprevotella
7fdf8d1e39af88c41ae30596bb93d1b7	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
7735c24df5f9f16d42220e6280c4cf33	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	g__Bacillus
82e1e05e320b026625bee3a45daeba12	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
8be3f6be1c8f25aa70e307c71adcb92f	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Parvimonas;s__	g__Parvimonas
864d51c1cbf461df21e2eda45f166cb6	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
19931b1aed0ca1c546ac8c696c0c0c26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Segatella;s__	g__Segatella
d866fc09c5cb83f474695d52615621c9	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	g__Oribacterium
d8a08e8290a8c8eb32afa01678526a5e	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Stenotrophomonas;s__	g__Stenotrophomonas
502ec8554f960c55d67bd091a30d9a67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	g__Prevotella
8fba39fde0e25c7e908015554fcb7b17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella;s__	g__Hoylesella
8597dddcffdc232c44bf5d49bde1fa1e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	g__Porphyromonas
ff388122b725dbc6a0f499bea5b41644	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__	g__Rikenellaceae_RC9_gut_group
a4f00093acdc6d1934e1183e4c0baf94	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__	g__Leptotrichia
2c680ae1fb05596664711e2486b41412	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__	g__Veillonella
287ce342d7ad0a9e1d2e0351552ae8ec	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__	g__Staphylococcus
5b663f0ef4fd0b412478cd28ffdb55cb	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	g__Corynebacterium
6cb56e3c5ba19029d6f356eaa22449e3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__	g__Enterobacter
068b55180628ccc86d15da05763a2091	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
3ab30c1b3f7c33e0ae7fda3c5255930a	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	g__Capnocytophaga
fd1276623deaada1c0e77ab723c631a7	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_saphenum_group;s__	g__[Eubacterium]_saphenum_group
456662f14c3f959948bd69908a9195f3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;s__	g__Bergeyella
e22e807f6b36240896046d662eab766e	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
f11aec05a5c0d2a6aed5af9c66465c6e	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	g__Fusobacterium
72f8f1f5ab43ef2e48e09c81c6a55b7b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella;s__	g__Hoylesella
0f375d46870e66562c392c5e1b5230c6	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__	g__Haemophilus
d32ee5c436b790b42cc5f2f4ee51c14d	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	g__Treponema
bc14c9054f6dbf806eb7021dbc7ac9e0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__	g__Limosilactobacillus
f10c2771cf89d546b340852627925e07	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Anaerococcus;s__	g__Anaerococcus
074d250f8f223ebf7f4d20b98a7471bd	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__	g__Actinomyces
3582d2c48a1f5f6bfb097a7ab44bcccc	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	g__Porphyromonas
8b3d4a269684ac98ad6fd35df99a6563	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__	g__Leptotrichia
099403e55bf1d5b6af50ca9a8906a5d3	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__	g__Actinomyces
4d40143f9c796e418055b644148d5001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Incertae_Sedis;s__	g__Incertae_Sedis
abffaa00fafe320b1c26910ecb411261	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Incertae_Sedis;s__	g__Incertae_Sedis
7d0da1b483bfb270d26ca76b4607a0bf	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Stenotrophomonas;s__	g__Stenotrophomonas
efedb6544ea0b1f0a2d034b676163519	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus
3e184b5aaf968e642f8f23d4e46e0dc6	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__	g__Haemophilus
6a02b0cee5b64147f89ff260fdfb1645	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__	g__Veillonella
9e5a38ba63a8b590070c6b67a7980d1f	d__Bacteria;p__Bacillota;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Pelospora;s__	g__Pelospora
d3ece4951a136bf95ac1262f58e57e6c	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
514b0e01871d778567b279100747d1e2	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	g__Selenomonas
d48be43bf809ee60e7bddf585be1e9a6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	g__Porphyromonas
809bdf6b6ce0facdac900ef8492f336b	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__	g__Tsuneonella
1398e77a7faf75944f3f37b526a4c1c2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__	g__Rhizorhabdus
22e86d09f6d055a719b9b2fba44bcf5f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__	g__Achromobacter
c86f4e744d5c31abe52ab271fc00feb3	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__	g__Stomatobaculum
a99392b0873dad8ad5c5d87dcf777980	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella;s__	g__Hoylesella
ad72373844e191f102cd27a5486b6e97	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridia_UCG-014;f__Incertae_Sedis;g__Incertae_Sedis;s__	g__Incertae_Sedis
1636c6eb47bb087c6a414992a166b2e3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	g__Prevotella
d0e3e4c52608e0e2d26719eb032bc65a	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__	g__Johnsonella
238d75935ec855d705301a9ed23752c0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hoylesella;s__	g__Hoylesella
21920b5bbca3933b7a21f0fb78f60b3e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Incertae_Sedis;s__	g__Incertae_Sedis
db01aad5d710a5ac09b4e77544716436	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	g__Peptostreptococcus
50b11c980ecb7df4bc611ff2393ea59c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Incertae_Sedis;s__	g__Incertae_Sedis
