	Unclassified	g__Abiotrophia	g__Acholeplasma	g__Achromobacter	g__Acidiferrimicrobium	g__Acidocella	g__Acidovorax	g__Acinetobacter	g__Actinobacillus	g__Actinomyces	g__Aeriscardovia	g__Aerococcus	g__Aeromonas	g__Aggregatibacter	g__Akkermansia	g__Alistipes	g__Alloprevotella	g__Alloscardovia	g__Alysiella	g__Aminipila	g__Anaerobutyricum	g__Anaerococcus	g__Anaeroglobus	g__Anaerostipes	g__Anaerovorax	g__Atopobium	g__Azospirillum	g__Bacillus	g__Bacteroides	g__Bergeyella	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Blvii28_wastewater-sludge_group	g__Brachymonas	g__Bradyrhizobium	g__Brevibacterium	g__Brevundimonas	g__Brucella	g__Bryobacter	g__Bulleidia	g__Burkholderia-Caballeronia-Paraburkholderia	g__Butyrivibrio	g__Campylobacter	g__Candidatus_Cardinium	g__Candidatus_Saccharimonas	g__Capnocytophaga	g__Cardiobacterium	g__Catonella	g__Caulobacter	g__Christensenellaceae_R-7_group	g__Chryseobacterium	g__Cloacibacterium	g__Comamonas	g__Coprococcus	g__Corynebacterium	g__Coxiella	g__Cryptobacterium	g__Cupriavidus	g__Defluviitaleaceae_UCG-011	g__Deinococcus	g__Desulfobulbus	g__Desulfomicrobium	g__Desulfovibrio	g__Dialister	g__Dietzia	g__Dolosigranulum	g__Dubosiella	g__Dyella	g__Eggerthia	g__Eikenella	g__Elizabethkingia	g__Enhydrobacter	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Erysipelotrichaceae_UCG-006	g__Erythrobacter	g__Escherichia-Shigella	g__F0058	g__F0332	g__Faecalibacterium	g__Family_XIII_AD3011_group	g__Family_XIII_UCG-001	g__Fannyhessea	g__Filifactor	g__Finegoldia	g__Flavobacterium	g__Flexilinea	g__Fluviicola	g__Fretibacterium	g__Fuscovulum	g__Fusobacterium	g__GOUTA6	g__Gardnerella	g__Gemella	g__Gemmiger	g__Gordonia	g__Granulicatella	g__Haemophilus	g__Halomonas	g__Hornefia	g__Howardella	g__Hoylesella	g__Hyphomicrobium	g__Incertae_Sedis	g__Insolitispirillum	g__Intestinibacter	g__Janibacter	g__Johnsonella	g__Kingella	g__Klebsiella	g__Lachnoanaerobaculum	g__Lachnospira	g__Lachnospiraceae_NK3A20_group	g__Lachnospiraceae_UCG-004	g__Lacticaseibacillus	g__Lactobacillus	g__Lancefieldella	g__Lautropia	g__Lawsonella	g__Legionella	g__Leifsonia	g__Lentimicrobium	g__Leptotrichia	g__Leucobacter	g__Ligilactobacillus	g__Limnohabitans	g__Limosilactobacillus	g__Listeria	g__Luteimonas	g__Lysinibacillus	g__Mediterraneibacter	g__Megamonas	g__Megasphaera	g__Mesomycoplasma	g__Methylophilus	g__Methylorubrum	g__Methyloversatilis	g__Mobiluncus	g__Mogibacterium	g__Moraxella	g__Morganella	g__Mycobacterium	g__Mycoplasma	g__Mycoplasmopsis	g__Neisseria	g__Neobacillus	g__Niabella	g__Nitrosomonas	g__Novosphingobium	g__Nubsella	g__Odoribacter	g__Olsenella	g__Opitutus	g__Oribacterium	g__Ottowia	g__Parabacteroides	g__Paracoccus	g__Parascardovia	g__Parasutterella	g__Parvimonas	g__Paucibacter	g__Pelosinus	g__Pelospora	g__Peptoanaerobacter	g__Peptococcus	g__Peptoniphilus	g__Peptostreptococcus	g__Phaselicystis	g__Phocaeicola	g__Plesiomonas	g__Polynucleobacter	g__Porphyromonas	g__Prevotella	g__Prosthecobacter	g__Proteiniphilum	g__Pseudaeromonas	g__Pseudoleptotrichia	g__Pseudolysobacter	g__Pseudomonas	g__Pseudoprevotella	g__Pseudoramibacter	g__Pseudoxanthomonas	g__Pyramidobacter	g__Ralstonia	g__Rhizorhabdus	g__Rhodanobacter	g__Rhodoluna	g__Rikenellaceae_RC9_gut_group	g__Romboutsia	g__Roseburia	g__Roseimarinus	g__Roseomonas	g__Rothia	g__Ruminococcus	g__Ruthenibacterium	g__SH3-11	g__Scardovia	g__Schaalia	g__Schleiferilactobacillus	g__Segatella	g__Selenomonas	g__Serratia	g__Simonsiella	g__Skermanella	g__Sneathia	g__Solobacterium	g__Sphaerotilus	g__Sphingobium	g__Sphingomonas	g__Staphylococcus	g__Stenotrophomonas	g__Stomatobaculum	g__Streptobacillus	g__Streptococcus	g__Sutterella	g__TM7a	g__TM7x	g__Tannerella	g__Tepidimonas	g__Thiomonas	g__Treponema	g__Tsuneonella	g__UCG-002	g__Variovorax	g__Veillonella	g__Vibrionimonas	g__Vulcaniibacterium	g__W5053	g__Wolinella	g__Xanthomonas	g__Xylanibacter	g__Yersinia	g__[Eubacterium]_brachy_group	g__[Eubacterium]_saphenum_group	g__[Eubacterium]_sulci_group	g__[Eubacterium]_ventriosum_group	g__[Eubacterium]_yurii_group
SRR18595688	-0.645469	3.39758	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	4.54192	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	3.20468	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	3.82044	-0.645469	-0.645469	4.06406	-0.645469	4.09946	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	5.59481	-0.645469	-0.645469	4.68725	-0.645469	-0.645469	6.08912	7.10083	-0.645469	-0.645469	-0.645469	3.94965	-0.645469	7.0869	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	3.72398	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	2.57341	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	7.26402	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	5.25989	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	2.65037	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	5.28146	-0.645469	-0.645469	-0.645469	-0.645469	6.80983	6.91305	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	4.82259	-0.645469	-0.645469	-0.645469	-0.645469	3.0681	-0.645469	3.55922	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	4.99998	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	6.86715	-0.645469	-0.645469	2.18774	2.06258	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	6.0253	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	-0.645469	3.84317	-0.645469	-0.645469
SRR18595689	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	2.73854	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	2.42838	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	2.36586	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	1.49682	-1.06813	-1.06813	4.65872	-1.06813	-1.06813	5.07391	1.63992	2.54279	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	2.48722	-1.06813	-1.06813	-1.06813	-1.06813	4.09666	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	2.54279	-1.06813	-1.06813	-1.06813	1.76509	-1.06813	4.17362	-1.06813	1.9764	-1.06813	-1.06813	2.64545	-1.06813	6.3398	-1.06813	-1.06813	3.30132	-1.06813	-1.06813	4.30251	5.41345	-1.06813	1.63992	-1.06813	2.54279	-1.06813	5.56913	-1.06813	-1.06813	-1.06813	2.29917	2.82369	-1.06813	3.85186	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	4.42494	-1.06813	-1.06813	-1.06813	-1.06813	3.35071	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	4.94069	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	2.54279	-1.06813	-1.06813	-1.06813	3.79169	-1.06813	4.02562	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	2.48722	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	5.06527	-1.06813	-1.06813	-1.06813	2.64545	3.44273	-1.06813	4.01328	-1.06813	2.22771	-1.06813	-1.06813	5.53174	7.0453	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	2.29917	-1.06813	-1.06813	-1.06813	-1.06813	3.96231	-1.06813	-1.06813	-1.06813	-1.06813	3.10626	-1.06813	4.83177	3.13657	2.59544	-1.06813	-1.06813	1.49682	3.85186	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	3.6047	-1.06813	6.39867	-1.06813	-1.06813	-1.06813	3.65926	-1.06813	-1.06813	5.19146	-1.06813	-1.06813	-1.06813	6.10583	-1.06813	-1.06813	-1.06813	-1.06813	-1.06813	3.39778	-1.06813	3.74406	2.90217	-1.06813	-1.06813	-1.06813
SRR18595690	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	1.02003	-0.925878	3.80151	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	2.11864	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	4.11755	-0.925878	-0.925878	4.70533	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	3.04441	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	4.28361	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	3.41793	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	2.57063	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	6.16503	-0.925878	-0.925878	4.63864	-0.925878	-0.925878	6.4412	7.26973	4.76785	-0.925878	-0.925878	5.04283	-0.925878	3.21726	-0.925878	-0.925878	-0.925878	2.96594	-0.925878	-0.925878	4.72661	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	4.63864	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	2.78769	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	4.9957	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	2.50811	-0.925878	-0.925878	3.36458	-0.925878	-0.925878	3.74695	-0.925878	-0.925878	-0.925878	3.00595	-0.925878	5.37123	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	3.27881	-0.925878	-0.925878	-0.925878	-0.925878	4.78785	5.81818	-0.925878	-0.925878	-0.925878	4.69089	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	2.78769	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	4.06455	-0.925878	-0.925878	-0.925878	-0.925878	4.78123	-0.925878	1.78217	3.54003	5.23322	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	5.84606	-0.925878	7.10323	-0.925878	-0.925878	-0.925878	4.85795	-0.925878	-0.925878	3.08146	-0.925878	-0.925878	-0.925878	6.58783	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	-0.925878	4.30523	-0.925878	4.19212
SRR18595691	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	3.50926	-0.498071	-0.498071	-0.498071	2.93592	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	3.57947	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	5.73438	-0.498071	-0.498071	4.09705	4.37713	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	2.44637	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	3.2155	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	2.93592	-0.498071	-0.498071	-0.498071	-0.498071	5.77292	-0.498071	-0.498071	5.44996	-0.498071	-0.498071	-0.498071	4.81513	-0.498071	-0.498071	-0.498071	2.7208	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	2.99844	2.7208	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	2.06688	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	4.03453	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	2.33514	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	3.47222	5.31007	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	4.01279	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	2.86922	5.37966	2.79777	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	5.81366	-0.498071	-0.498071	-0.498071	3.64506	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	6.54509	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071	-0.498071
SRR18595692	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	4.70831	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	3.93413	-0.40968	-0.40968	2.29837	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	1.98822	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	2.53476	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	1.53623	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	3.79501	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	4.77771	-0.40968	-0.40968	-0.40968	3.02431	-0.40968	2.95762	-0.40968	-0.40968	-0.40968	2.15527	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	4.65922	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	2.53476	-0.40968	-0.40968	-0.40968	-0.40968	3.66786	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	3.853	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	5.24281	-0.40968	-0.40968	-0.40968	2.29837	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	2.53476	-0.40968	4.82143	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	4.43451	-0.40968	8.48663	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	1.53623	-0.40968	2.29837	-0.40968	-0.40968	5.17005	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	2.42353	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968	-0.40968
SRR18595693	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	4.06756	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	3.06335	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	1.85033	2.81973	-0.547565	-0.547565	3.00778	2.58793	-0.547565	-0.547565	-0.547565	-0.547565	1.39834	3.16601	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	1.39834	-0.547565	2.49696	-0.547565	-0.547565	-0.547565	-0.547565	4.93723	-0.547565	-0.547565	4.32763	-0.547565	-0.547565	4.49586	7.63806	-0.547565	-0.547565	-0.547565	4.96989	-0.547565	5.02459	-0.547565	-0.547565	-0.547565	-0.547565	2.81973	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	3.94107	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	5.41601	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	1.39834	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	2.94894	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	2.58793	-0.547565	-0.547565	-0.547565	-0.547565	5.03968	4.10639	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	2.81973	3.116	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	2.01738	-0.547565	1.85033	-0.547565	7.48804	-0.547565	-0.547565	-0.547565	3.56331	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	4.82307	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	-0.547565	2.16048	-0.547565	-0.547565
SRR18595694	1.93743	4.0577	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	2.95909	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	3.29556	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	3.03605	-0.25979	2.44826	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	2.78473	4.71694	-0.25979	-0.25979	-0.25979	2.44826	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	5.7923	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	3.10751	5.45394	-0.25979	-0.25979	-0.25979	2.57342	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	3.54687	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	4.905	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	4.87011	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979	-0.25979
SRR18595695	-0.853923	3.28921	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	2.51337	-0.853923	-0.853923	-0.853923	4.1895	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	1.71103	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	4.66353	-0.853923	-0.853923	5.41707	2.75699	3.58873	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	2.80964	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	3.0779	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	2.90728	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	2.70142	-0.853923	-0.853923	-0.853923	-0.853923	5.5997	-0.853923	-0.853923	4.29937	-0.853923	-0.853923	5.06766	5.23512	-0.853923	-0.853923	-0.853923	4.49793	-0.853923	5.6667	-0.853923	-0.853923	-0.853923	4.56218	-0.853923	-0.853923	4.22748	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	5.51426	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	3.81891	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	2.75699	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	7.52928	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	4.17651	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	3.94187	-0.853923	-0.853923	-0.853923	-0.853923	2.90728	-0.853923	4.21498	-0.853923	-0.853923	-0.853923	-0.853923	6.20827	5.34659	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	3.11637	-0.853923	-0.853923	-0.853923	-0.853923	3.22361	-0.853923	-0.853923	3.72079	-0.853923	-0.853923	-0.853923	-0.853923	2.64258	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	6.63101	-0.853923	-0.853923	3.46356	3.61198	-0.853923	-0.853923	1.85413	-0.853923	-0.853923	-0.853923	5.41328	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	-0.853923	1.71103	-0.853923	3.81891	-0.853923	3.81891
