genus	SRR18595688	SRR18595689	SRR18595690	SRR18595691	SRR18595692	SRR18595693	SRR18595694	SRR18595695	SRR18595696	SRR18595697	SRR18595698	SRR18595699	SRR18595700	SRR18595701	SRR18595702	SRR18595703	SRR18595704	SRR18595705	SRR18595706	SRR18595707	SRR18595708	SRR18595709	SRR18595710	SRR18595711	SRR18595712	SRR18595713	SRR18595714	SRR18595715	SRR18595716	SRR18595717	SRR18595718	SRR18595719	SRR18595720	SRR18595721	SRR18595722	SRR18595723	SRR18595724	SRR18595725	SRR18595726	SRR18595727	SRR18595728	SRR18595729	SRR18595730	SRR18595731	SRR18595732	SRR18595733	SRR18595734	SRR18595735	SRR18595736	SRR18595737	SRR18595738	SRR18595739	SRR18595740	SRR18595741	SRR18595742	SRR18595743	SRR18595744	SRR18595745	SRR18595746	SRR18595747	SRR18595748	SRR18595749	SRR18595750	SRR18595751	SRR18595752	SRR18595753	SRR18595754	SRR18595755	SRR18595756	SRR18595757	SRR18595758	SRR18595759	SRR18595760	SRR18595761	SRR18595762	SRR18595763	SRR18595764	SRR18595765	SRR18595766	SRR18595767	SRR18595768	SRR18595769	SRR18595770	SRR18595771	SRR18595772	SRR18595773	SRR18595774	SRR18595775	SRR18595776	SRR18595777	SRR18595778	SRR18595779	SRR18595780	SRR18595781	SRR18595782	SRR18595783	SRR18595784	SRR18595785	SRR18595786	SRR18595787	SRR18595788	SRR18595789	SRR18595790	SRR18595791	SRR18595792	SRR18595793	SRR18595794	SRR18595795	SRR18595796	SRR18595797	SRR18595798	SRR18595799	SRR18595800	SRR18595801	SRR18595802	SRR18595803	SRR18595804	SRR18595805	SRR18595806	SRR18595807	SRR18595808	SRR18595809	SRR18595810	SRR18595811	SRR18595812	SRR18595813	SRR18595814	SRR18595815	SRR18595816	SRR18595817	SRR18595818	SRR18595819	SRR18595820	SRR18595821	SRR18595822	SRR18595823	SRR18595824	SRR18595825	SRR18595826	SRR18595827	SRR18595828	SRR18595829	SRR18595830	SRR18595831	SRR18595832	SRR18595833	SRR18595834	SRR18595835	SRR18595836	SRR18595837	SRR18595838	SRR18595839	SRR18595840	SRR18595841	SRR18595842	SRR18595843	SRR18595844	SRR18595845	SRR18595846	SRR18595847	SRR18595848	SRR18595849
g__Eggerthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Eikenella	0	0	0	0	9	0	0	25	0	52	0	0	0	0	0	0	0	0	0	28	0	0	250	0	0	0	0	0	15	12	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	17	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	101	0	21	0	0	0	0	0	0	17	0	51	0	0	48	0	56	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	45	0	0	167	0	0	512	15	108	99	121	23	0	0	0	0	0	0	0	0	0	0	0	0	0	26	18	0	0	36	11
g__Elizabethkingia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enhydrobacter	0	0	0	0	0	0	17	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	17	0	0	0	0	0	690	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	23	0	0
g__Enterocloster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Erysipelotrichaceae_UCG-006	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
g__Erythrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Escherichia-Shigella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	14	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	75	26	138	0	209	15211	0	0	0	0	0	0	66	41	17	351	466	367	0	287	0	252	119	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	337	0	0	51	0	0	0	182	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__F0058	0	18	38	0	0	0	0	0	0	204	0	3	0	0	0	10	180	0	0	170	0	0	0	0	0	0	19	4	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	440	17	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	29	18	0	43	0	14	0	0	0	0	0	0	0	27	0	0	0	0	0	92	52	0	107	28	13	0	12	0	0	0	0	0	0	37	110	30	227	0	0	0	0	0	0	10	0	0	62	556	0	0	19	0	0	0	144	0	0	17	45	14	0	99	0	0	0	7	57	0	0	0	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	21	0	14	28	0	0	9	0	0	42	0	0
g__F0332	0	0	0	0	0	0	0	21	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Faecalibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Family_XIII_AD3011_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Family_XIII_UCG-001	0	8	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	17	0	29	0	37	61	58	0	0	0	0	0	0	0	0	28	3	0	0	0	0	0	0	0	0	28	0	25	19	0	0	11	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	0	0	37	0	0	0	0	108	0	0	0	32	0	0	0	0	33	38	0	0	0	22	0	0	106	0	0	0	22	20	0	0	0	0	0	0	0	0	0	0
g__Fannyhessea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Filifactor	0	94	16	0	0	3	0	0	0	28	81	0	0	0	0	0	53	0	0	424	11	0	132	83	0	0	0	0	0	0	0	0	574	0	0	0	0	707	14	0	0	0	238	0	76	49	0	159	11	96	0	0	63	15	6	0	44	0	0	43	0	128	0	6	61	0	56	0	0	0	0	0	67	10	11	0	301	31	0	0	0	0	0	0	13	0	0	16	0	0	17	33	105	0	0	0	0	38	8	0	0	0	7	0	0	0	0	0	0	17	16	0	0	8	40	0	0	69	61	0	147	328	7	0	238	0	0	0	0	389	0	239	0	5	41	0	0	57	456	9	0	60	73	58	11	0	0	0	0	110	70	21	0	0	0	0	133	19	150	74	0	0
g__Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	14	0	0	0
g__Flavobacterium	0	10	0	15	33	10	13	17	210	0	0	85	25	14	24	5	0	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	30	0	54	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Flexilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fluviicola	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fretibacterium	0	20	0	0	0	0	0	0	0	100	0	12	0	3	0	0	0	0	4	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	400	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	10	60	27	0	0	18	14	0	220	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	17	19	0	0	0	0	0	0	0	0	0	0
g__Fuscovulum	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fusobacterium	256	824	600	264	0	120	0	317	12	944	2157	93	0	83	0	291	467	0	38	2812	207	169	627	11	0	69	0	0	2162	0	879	47	556	279	873	231	1267	1997	106	627	56	68	1449	75	473	867	0	719	1636	719	909	0	909	1137	346	353	0	0	1606	47	0	2387	0	14	602	0	214	0	0	0	0	110	0	683	234	0	646	0	180	0	86	333	177	0	321	277	125	532	199	0	108	115	0	390	0	0	30	39	0	782	0	264	0	872	0	0	0	0	0	0	922	0	0	0	0	136	0	0	0	95	535	388	128	0	642	0	240	0	0	387	472	558	529	468	20	520	1136	0	41	243	473	10	236	1662	144	1293	1427	0	220	557	0	72	0	0	1072	245	12	247	0	132	812	61
g__GOUTA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gardnerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
g__Gemella	103	39	130	191	0	65	0	86	32	99	171	0	61	0	28	23	51	0	42	213	366	23	123	30	0	0	0	11	0	0	303	7	251	27	298	0	707	0	30	93	295	134	424	63	80	109	89	124	646	169	845	122	0	413	115	31	844	6	444	213	118	312	57	5	229	0	152	408	0	0	60	0	22	253	100	590	0	0	56	201	80	118	32	87	149	121	19	127	124	27	754	15	0	18	0	30	0	47	237	79	8	213	9	100	38	59	116	339	2054	0	68	4	0	104	75	44	273	148	111	252	44	151	91	0	7	0	97	36	0	120	50	109	109	182	932	3	609	70	234	0	34	25	68	24	16	40	110	0	350	32	74	57	150	0	393	0	19	21	128	129	58	6
g__Gemmiger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gordonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Granulicatella	420	107	791	0	0	77	10	186	0	127	79	7	151	107	0	24	53	7	75	20	0	14	0	0	0	0	0	0	0	0	37	0	16	0	8	0	14	9	0	60	277	499	104	69	0	34	0	0	34	23	14	96	233	19	26	0	226	45	0	103	197	8	14	0	40	0	163	0	0	58	15	135	11	42	385	6	0	91	82	36	123	37	31	121	39	104	21	139	36	160	528	518	113	38	0	9	53	16	176	197	0	92	35	285	24	44	250	18	1063	0	444	217	31	95	86	0	56	117	146	38	145	263	26	0	0	40	215	0	0	0	16	25	164	154	141	0	0	541	0	267	6	0	26	13	9	8	5	42	38	9	8	7	23	0	57	0	0	0	25	132	32	0
g__Haemophilus	1156	326	1812	101	89	1794	72	220	0	704	368	11	0	72	21	20	357	0	78	0	62	41	25	0	683	13	0	0	13	14518	1422	11	28	1185	0	0	0	60	0	350	1515	340	388	47	60	243	19	12	756	56	3633	105	258	890	68	0	124	0	280	954	19	197	245	562	33	0	530	22	0	221	496	822	0	122	228	0	0	26	137	219	324	50	0	459	0	580	50	519	206	288	1932	292	0	34	25	0	32	0	452	621	0	173	63	867	72	232	1627	0	2046	0	1884	3822	270	545	5528	0	23	109	0	73	171	118	0	39	0	0	128	132	631	0	850	484	6	1036	4494	7	0	1082	0	62	873	1130	295	0	848	0	9	25	62	87	58	0	0	0	724	0	0	13	141	499	590	0
g__Halomonas	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	11	0	0	0	0	0	0	0	244	43	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hornefia	0	7	0	0	0	0	0	0	0	10	0	26	0	0	0	0	10	0	0	139	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	38	0	0	0	0	16	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0	0	4	0	0
g__Howardella	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	46	0	0	0	0	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hoylesella	49	18	195	12	15	124	7	105	0	184	13	0	0	30	42	153	103	49	24	258	30	0	115	116	0	172	0	0	0	11	15	0	77	5	28	0	0	0	0	138	6	616	3	0	75	43	0	3	9	0	11	13	486	101	5	0	0	0	0	286	24	218	44	399	47	0	121	0	0	32	0	22	0	81	103	0	0	0	174	0	551	0	30	15	35	61	15	41	22	0	80	221	14	15	14	0	0	514	189	404	0	85	13	858	0	0	1003	1075	0	19	291	36	13	191	6746	194	0	83	36	0	77	161	5	0	204	0	114	0	0	59	50	62	0	507	58	199	1844	129	45	0	0	11	111	6	39	0	67	0	0	13	6	0	0	0	0	0	214	39	22	74	0	0
g__Hyphomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Incertae_Sedis	1140	381	31	0	14	131	0	339	52	539	2659	119	4	236	93	379	85	124	86	399	108	79	129	601	0	0	44	302	0	104	264	0	327	99	91	33	0	645	21	70	5	23	77	415	20	423	36	263	1274	410	146	83	141	97	45	69	1120	0	66	681	0	27	55	387	312	0	222	21	0	83	10	0	45	1950	99	8	50	67	75	0	335	171	63	276	1818	432	342	133	302	0	249	43	121	482	81	0	11	4791	191	0	89	279	131	1097	2	7	209	0	0	55	5	0	0	1454	541	7	0	346	181	0	191	325	94	22	275	26	252	0	18	91	772	179	449	1563	260	452	0	324	685	507	38	18	856	1096	311	20	970	37	0	88	459	28	54	0	543	14	863	118	29	455	365	0
g__Insolitispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
