genus	SRR18595688	SRR18595689	SRR18595690	SRR18595691	SRR18595692	SRR18595693	SRR18595694	SRR18595695	SRR18595696	SRR18595697	SRR18595698	SRR18595699	SRR18595700	SRR18595701	SRR18595702	SRR18595703	SRR18595704	SRR18595705	SRR18595706	SRR18595707	SRR18595708	SRR18595709	SRR18595710	SRR18595711	SRR18595712	SRR18595713	SRR18595714	SRR18595715	SRR18595716	SRR18595717	SRR18595718	SRR18595719	SRR18595720	SRR18595721	SRR18595722	SRR18595723	SRR18595724	SRR18595725	SRR18595726	SRR18595727	SRR18595728	SRR18595729	SRR18595730	SRR18595731	SRR18595732	SRR18595733	SRR18595734	SRR18595735	SRR18595736	SRR18595737	SRR18595738	SRR18595739	SRR18595740	SRR18595741	SRR18595742	SRR18595743	SRR18595744	SRR18595745	SRR18595746	SRR18595747	SRR18595748	SRR18595749	SRR18595750	SRR18595751	SRR18595752	SRR18595753	SRR18595754	SRR18595755	SRR18595756	SRR18595757	SRR18595758	SRR18595759	SRR18595760	SRR18595761	SRR18595762	SRR18595763	SRR18595764	SRR18595765	SRR18595766	SRR18595767	SRR18595768	SRR18595769	SRR18595770	SRR18595771	SRR18595772	SRR18595773	SRR18595774	SRR18595775	SRR18595776	SRR18595777	SRR18595778	SRR18595779	SRR18595780	SRR18595781	SRR18595782	SRR18595783	SRR18595784	SRR18595785	SRR18595786	SRR18595787	SRR18595788	SRR18595789	SRR18595790	SRR18595791	SRR18595792	SRR18595793	SRR18595794	SRR18595795	SRR18595796	SRR18595797	SRR18595798	SRR18595799	SRR18595800	SRR18595801	SRR18595802	SRR18595803	SRR18595804	SRR18595805	SRR18595806	SRR18595807	SRR18595808	SRR18595809	SRR18595810	SRR18595811	SRR18595812	SRR18595813	SRR18595814	SRR18595815	SRR18595816	SRR18595817	SRR18595818	SRR18595819	SRR18595820	SRR18595821	SRR18595822	SRR18595823	SRR18595824	SRR18595825	SRR18595826	SRR18595827	SRR18595828	SRR18595829	SRR18595830	SRR18595831	SRR18595832	SRR18595833	SRR18595834	SRR18595835	SRR18595836	SRR18595837	SRR18595838	SRR18595839	SRR18595840	SRR18595841	SRR18595842	SRR18595843	SRR18595844	SRR18595845	SRR18595846	SRR18595847	SRR18595848	SRR18595849
g__Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012137203	0	0	0	0	0	0	0	0	0	0.0059101655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049520037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054387237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6184672e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Parascardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018089725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Parasutterella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045710803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Parvimonas	0.0014915099	0.028908999	0	0	0.0076586433	0.0034327398	0	0.0083484068	0	0.0080011533	0.034235325	0.013323464	0.15295359	0.0049119935	0.0048929664	0.0016877637	0.021335057	0.086447118	0.0099739809	0.048684378	0	0.0094195519	0.0095757415	0.0024121657	0.011551155	0	0	0.015815085	0.021400515	0.0010254307	0.0069094573	0	0.074412533	0.010130429	0.031463748	0	0.10498339	0	0.013540622	0.0016316171	0	0.020783133	0.016939114	0.013879251	0.016451394	0.025391022	0	0	0.03175813	0	0.007532011	0.0012317799	0.0051148112	0.076080031	0.048918156	0.082176569	0.0060189166	0	0.03165688	0	0.00046027801	0.02468382	0.019383076	0.046039095	0.091714906	0	0.0031972917	0.0047493404	0.1090604	0.0080572963	0.023574561	0	0.25340478	0.013073794	0.012058898	0.015278225	0.03140665	0	0	0	0.01650165	0	0.02514427	0.0057181298	0.0098154692	0.0065789474	0	0.023284617	0	0	0.0082460854	0.0057929969	0.035847647	0.005369825	0.01159618	0	0	0.0011921137	0.0052753474	0.009425772	0	0.0088371441	0	0.017005341	0	0	0.0062080416	0.045071201	0	0.0086455331	0.011070111	0	0	0.0013640792	0	0.032282004	0.0078296273	0.0040894876	0.00099297281	0	0.029820261	0.020229265	0.0083319163	0.060096154	0.0054982818	0.019818332	0.0013428365	0.016732617	0	0.023738429	0	0.022313084	0.045052293	0.012738854	0.0024276497	0.056711695	0.061866275	0.029790115	0.029191672	0.028950468	0.0055094219	0.0063828131	0.040679388	0.0027091094	0	0.033077952	0.026786478	0	0	0.0048718492	0.031723485	0.00072033135	0.032132964	0	0.014276847	0.038636364	0.014955899	0.013181654	0.0033457249	0.0032071841	0.15325052	0.15957852
g__Paucibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037515632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pelosinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038383296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pelospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010640656	0	0	0	0	0	0	0	0.00088204635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Peptoanaerobacter	0	0.002513826	0	0	0	0	0	0	0	0.0005766597	0	0.0059215396	0	0	0	0	0.0033942137	0.010449652	0	0	0.0064670909	0	0	0.048453068	0	0	0.02764977	0	0	0.00056398687	0	0	0.016784782	0.016082056	0.0050159599	0	0	0	0	0	0	0	0	0.0051353227	0.013732155	0.026406663	0	0.020780051	0	0	0	0	0	0	0	0.020266519	0	0	0	0	0	0	0	0	0.00090448625	0	0	0	0	0	0	0	0.00066979236	0	0	0	0	0.017730496	0	0	0	0	0	0.002354524	0	0	0.0031225605	0	0	0	0	0	0	0	0	0	0	0.0049060064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069573284	0.00077947386	0	0	0	0	0	0	0	0.0025286581	0.0088420337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053863822	0	0	0.013076983	0.00083875026	0	0	0	0.00064184852	0.0012776054	0	0	0.013257576	0.078516117	0	0	0.0099317194	0	0	0.0023474178	0	0	0	0
g__Peptococcus	0	0.0056561086	0	0.003253355	0	0	0	0.0029219424	0	0	0.0025935852	0	0	0	0.006116208	0.0080168776	0.0040407306	0.0072830906	0	0.00076267955	0.00093877125	0.0053462322	0.0073148025	0.0022024122	0	0	0	0	0.001354463	0	0.0035986757	0	0.0026109661	0.0017728251	0.0070679435	0	0	0.033353365	0.019558676	0	0	0	0.013859275	0	0.012100612	0.0026406663	0	0.01587809	0.021468496	0.0064549445	0	0	0	0.0017841213	0.015992474	0.0024986119	0.0044067068	0	0.030380393	0.0026838822	0	0.0096816398	0	0	0	0	0.0035734437	0	0	0	0	0	0	0.0092969204	0	0	0.011048593	0	0	0	0	0	0	0	0.00850674	0	0.004163414	0.0037156304	0	0	0	0	0	0.001039321	0	0	0	0	0	0.00099218653	0	0.0046289802	0	0.009515624	0	0	0.0044033783	0	0	0	0	0	0	0.0013640792	0	0	0.01597244	0	0	0	0.0012254902	0.0069116655	0.0023805475	0	0.00051546392	0	0	0	0	0.010301583	0.0048478319	0.016121495	0.014159292	0.0078047905	0	0	0	0	0.0064458769	0	0	0.002101658	0.0030055218	0.0044023027	0.00066006601	0	0.016730852	0	0	0.0023300148	0.0047348485	0	0	0	0.0077591558	0	0	0.0021668472	0.00074349442	0	0.0041942249	0.0010156151
g__Peptoniphilus	0	0	0	0	0	0	0	0	0.0056298381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031263026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034563805	0	0	0	0	0	0	0	0.0037105751	0	0	0	0.003133393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029952931	0	0	0	0	0	0	0	0	0.025	0	0	0.050185874	0	0	0
g__Peptostreptococcus	0.021454796	0.010055304	0.0034410845	0	0	0.0023600086	0	0.010992069	0	0.0015858142	0.039854759	0.0044411547	0	0	0.006116208	0.016877637	0.0061419105	0.11177961	0.0039028621	0.034638363	0.00041723167	0.015274949	0.087910626	0.014368117	0	0.0042718447	0	0.0060827251	0.032778004	0.0011792453	0.010939974	0	0.055949273	0.01051032	0.0020519836	0	0.041860465	0.0049078526	0.012036108	0.0058013053	0	0	0.00059227671	0.0054129077	0.0082936778	0.025391022	0.0076154212	0.014279625	0.050940041	0.0073586367	0.0018830028	0.00051324163	0.14397649	0.08716707	0.0089369708	0.014714048	0.017626827	0	0.0035741639	0.004062092	0.0011967228	0.0075010903	0	0	0.028219971	0	0.0094037991	0.0052770449	0	0	0	0	0.0044652824	0.0092969204	0.0046966235	0.0046638791	0	0	0.019577377	0	0	0	0.0065952185	0.002354524	0.0037953147	0.0079191033	0.0059849076	0.018082735	0	0	0.0013897897	0.041194645	0.0089619119	0.0055430452	0	0	0.0072413793	0.0027510316	0.0024446732	0.0078134689	0	0.0021040819	0.012608353	0.0069371969	0	0	0.011694218	0.019355731	0	0.0070937708	0.023062731	0.0080427381	0.0078849722	0.0023384216	0.070318198	0.11119357	0.003445036	0.0061743244	0.0050412466	0.035810206	0.011029412	0.004045853	0.019214419	0	0.006185567	0	0	0	0	0.081367572	0.002962564	0.0093457944	0.026065969	0.0073562393	0.01111608	0.0037726664	0.058339456	0.009817197	0.038823442	0.044386585	0.28992335	0.0063049739	0.0035646886	0.025059262	0.025330033	0.048157607	0.024689773	0	0.022905759	0.0055073078	0.030776515	0.068971727	0	0	0.010862818	0	0.0094592867	0.0070422535	0.028996283	0.0075368826	0.030327472	0.031737971
g__Phaselicystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010309278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Phocaeicola	0	0.0016339869	0	0	0.03107221	0	0	0	0	0.0043970302	0	0.0088823094	0	0	0.0024464832	0	0	0	0	0.0068005593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067980965	0	0	0	0	0	0	0	0.0025029927	0	0	0	0	0	0	0	0.00092055602	0	0	0.00038580247	0.0025325615	0	0.012413015	0	0	0	0	0.0036863271	0	0	0.0021579081	0	0	0	0	0	0.0095709571	0	0.001786205	0	0	0	0	0	0	0	0.0012044844	0.00090113285	0	0	0	0	0	0.00032095369	0	0	0	0	0	0	0	0	0	0	0	0.0062070494	0.00072829676	0	0	0	0	0.0012368584	0	0.0070563708	0	0	0	0.00724882	0	0	0.051718213	0	0	0	0	0.001492983	0	0	0	0	0	0	0	0	0	0.015374124	0	0	0	0	0	0	0	0	0	0	0.011363636	0	0	0	0	0	0.0014061102	0	0	0.00096215523	0.0043555412	0
g__Plesiomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051350748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Polynucleobacter	0	0	0	0	0	0	0	0	0.014778325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064488392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Porphyromonas	0.09912804	0.046128708	0.015745568	0.010573404	0	0.028534649	0.018494055	0.081118687	0	0.042816983	0.02680038	0.068837898	0	0.1473598	0.037308869	0.025527426	0.11491838	0	0.09019948	0.042201602	0.00250339	0.024949084	0.045617768	0.0052438385	0	0	0	0.21167883	0	0.0091263331	0.032532028	0	0.052405819	0.013549449	0.020975832	0	0	0.0075120192	0.073219659	0.045322698	0.001102806	0	0.044302298	0	0.081305235	0.03006297	0.11565921	0.00085251492	0.098196138	0.085850762	0.01393422	0.004721823	0.0048971596	0	0.084195673	0.0016657413	0.0042992261	0.08056872	0.17921879	0.028797331	0.045935745	0.025337985	0.026677782	0.013631687	0.15683792	0	0.080308445	0.0047493404	0	0.046553268	0.016447368	0.020274799	0.0040187542	0.015398024	0.043158162	0	0.31897698	0.053979511	0.10658794	0	0.012871287	0	0	0.054826774	0.010077215	0.048001949	0.0080666146	0.088184295	0.023747466	0.0030935808	0.038728806	0.0079814624	0.31366692	0.0067555864	0	0	0.08137931	0.063182027	0.04516212	0.049051222	0.00022855401	0.058212933	0.051221434	0.15967831	0.032967033	0.028479312	0.072475276	0	0	0.28729772	0.066469217	0.002524363	0.10760668	0.088795063	0.019537097	0.0056895485	0.080488569	0.076818218	0.040329973	0	0.04003268	0.18442347	0.0088420337	0.013221154	0.30257732	0	0.0060944117	0	0.0060753341	0.036727381	0.014408834	0.01588785	0	0.076881672	0.025298665	0.025191676	0	0.039607312	0.086167296	0.18455148	0	0.056744765	0.06947648	0.11564511	0.028217822	0.049373708	0.00089858793	0.0093995255	0	0.0076255031	0.18892045	0	0.0066481994	0.067264574	0.012725016	0.072727273	0.0054966126	0.030516432	0	0.064143682	0.0058073883	0.0062206424
g__Prevotella	0.1099128	0.20977878	0.044212722	0.067507117	0.0015317287	0.011156404	0.1994716	0.034228468	0	0.021696821	0.0090775482	0.073279053	0	0.019647974	0.14434251	0.26413502	0.040892193	0.092780241	0.027320035	0.035273929	0.020340044	0.08299389	0.12913951	0.016360776	0.49323432	0.026990291	0.023041475	0	0.15278342	0.0093314192	0.0063336692	0	0.070496084	0.018614664	0.023027816	0.0039215686	0.21439646	0.0033052885	0.06218656	0.014684554	0.14140424	0.0063253012	0.073205402	0.13407356	0.11611149	0.033313021	0.056639695	0.0066069906	0.045223577	0.023495998	0.0081596786	0.00061588996	0.17575362	0.14158277	0.01364064	0.011104942	0.12693465	0.24170616	0.029869798	0.094080952	0.084414987	0.013693851	0.0089620675	0.0025720165	0.022250362	0	0.01636261	0.025329815	0	0.071620412	0.055921053	0	0.00066979236	0.027600232	0.062452399	0.054197491	0	0.011032309	0.10627719	0.056287425	0.031353135	0	0.23646606	0.049108644	0.0057584086	0.17166179	0.2490242	0.030963587	0.0020272227	0.089713844	0.0018530529	0.19799176	0.011949216	0.20994284	0.22442019	0.036376864	0.13482759	0.055387437	0.058286155	0.15261069	0.0070089898	0.018515921	0.15524035	0.087114003	0.082417582	0.090811392	0.012127337	0.053159132	0.0015801073	0.049434715	0.1931443	0.22883644	0.008812616	0.072491069	0.11311557	0.0025974026	0.01597244	0.085558496	0.099450046	0.006266786	0.11492375	0.03202967	0.040469308	0.10456731	0.0079037801	0.094137077	0.21722963	0	0	0.048671245	0	0.0086448598	0.12566372	0.094375168	0.012713218	0	0.029096253	0.028210336	0.044306142	0.30109727	0.43987544	0.0045146727	0.02984553	0.01540806	0.020132013	0.30852487	0.13804022	0.020532944	0	0.027324719	0.0071022727	0.022330272	0.12686981	0	0.026691496	0.37045455	0.00063914099	0	0.26356877	0.035118666	0.14324891	0.020693157
g__Prosthecobacter	0	0	0	0	0	0	0	0	0.009148487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Proteiniphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045012788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudaeromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036834674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudoleptotrichia	0	0	0.014285714	0	0	0	0.010568032	0	0	0.010091545	0.0072620386	0	0	0	0	0	0.00032325845	0	0	0	0	0.0030549898	0	0	0	0.00038834951	0	0	0	0.00041017227	0.047358572	0	0	0.0094972774	0	0.088888889	0.0095238095	0	0	0.0088832487	0	0	0.059109216	0	0	0	0.019990481	0	0.003429878	0.00038729667	0.026110972	0	0	0	0	0	0	0	0.0044677049	0	0	0.0025730484	0	0	0.000723589	0	0	0	0	0.039391226	0	0.0060321716	0	0.020918071	0.0035542016	0	0	0	0	0	0	0	0	0	0	0.00097465887	0	0	0.0026064292	0	0	0	0	0.080027715	0	0	0	0.0034846401	0	0.0019223614	0	0.015289662	0.0063041765	0	0	0	0	0	0	0	0	0	0	0.00168886	0	0	0	0.0068959987	0	0	0	0.0033715442	0.015133481	0	0	0	0.016940399	0	0	0	0.003770536	0.00035046729	0	0	0.030281735	0	0	0	0	0	0.00095816033	0.00031135674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017639513	0	0
g__Pseudolysobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023704707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudomonas	0	0	0	0	0	0	0	0	0.023223082	0	0	0	0	0	0	0	0	0	0	0.031015635	0	0	0	0.0015731515	0.12854785	0	0	0	0	0.14299631	0.096300561	0	0	0	0	0	0	0	0	0	0	0.22078313	0	0	0	0	0	0	0.0010162602	0	0.01104695	0	0	0	0	0	0.00032244196	0	0	0	0	0.00030527693	0	0	0	0	0	0	0.030201342	0	0	0	0	0	0	0	0	0	0	0	0.0052805281	0	0	0	0	0	0	0	0	0	0.00027795794	0	0	0	0.019099591	0.020007275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014697569	0	0	0	0	0	0	0	0	0	0.11882194	0	0	0	0	0.0010484378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025390377
g__Pseudoprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036939314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudoramibacter	0	0	0	0	0.0019693654	0	0	0	0	0	0	0	0	0	0	0	0	0.0034832172	0	0.010995297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011074197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029633114	0.0019433648	0.0039767842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017771008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044336067	0	0	0	0	0	0.0014842301	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022394745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001603592	0	0
g__Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038510911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pyramidobacter	0	0	0.0020855057	0	0.020350109	0	0	0	0	0	0	0	0	0	0	0	0.00064651689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097943193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015429934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017915814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
