genus	SRR18595688	SRR18595689	SRR18595690	SRR18595691	SRR18595692	SRR18595693	SRR18595694	SRR18595695	SRR18595696	SRR18595697	SRR18595698	SRR18595699	SRR18595700	SRR18595701	SRR18595702	SRR18595703	SRR18595704	SRR18595705	SRR18595706	SRR18595707	SRR18595708	SRR18595709	SRR18595710	SRR18595711	SRR18595712	SRR18595713	SRR18595714	SRR18595715	SRR18595716	SRR18595717	SRR18595718	SRR18595719	SRR18595720	SRR18595721	SRR18595722	SRR18595723	SRR18595724	SRR18595725	SRR18595726	SRR18595727	SRR18595728	SRR18595729	SRR18595730	SRR18595731	SRR18595732	SRR18595733	SRR18595734	SRR18595735	SRR18595736	SRR18595737	SRR18595738	SRR18595739	SRR18595740	SRR18595741	SRR18595742	SRR18595743	SRR18595744	SRR18595745	SRR18595746	SRR18595747	SRR18595748	SRR18595749	SRR18595750	SRR18595751	SRR18595752	SRR18595753	SRR18595754	SRR18595755	SRR18595756	SRR18595757	SRR18595758	SRR18595759	SRR18595760	SRR18595761	SRR18595762	SRR18595763	SRR18595764	SRR18595765	SRR18595766	SRR18595767	SRR18595768	SRR18595769	SRR18595770	SRR18595771	SRR18595772	SRR18595773	SRR18595774	SRR18595775	SRR18595776	SRR18595777	SRR18595778	SRR18595779	SRR18595780	SRR18595781	SRR18595782	SRR18595783	SRR18595784	SRR18595785	SRR18595786	SRR18595787	SRR18595788	SRR18595789	SRR18595790	SRR18595791	SRR18595792	SRR18595793	SRR18595794	SRR18595795	SRR18595796	SRR18595797	SRR18595798	SRR18595799	SRR18595800	SRR18595801	SRR18595802	SRR18595803	SRR18595804	SRR18595805	SRR18595806	SRR18595807	SRR18595808	SRR18595809	SRR18595810	SRR18595811	SRR18595812	SRR18595813	SRR18595814	SRR18595815	SRR18595816	SRR18595817	SRR18595818	SRR18595819	SRR18595820	SRR18595821	SRR18595822	SRR18595823	SRR18595824	SRR18595825	SRR18595826	SRR18595827	SRR18595828	SRR18595829	SRR18595830	SRR18595831	SRR18595832	SRR18595833	SRR18595834	SRR18595835	SRR18595836	SRR18595837	SRR18595838	SRR18595839	SRR18595840	SRR18595841	SRR18595842	SRR18595843	SRR18595844	SRR18595845	SRR18595846	SRR18595847	SRR18595848	SRR18595849
g__Leucobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00046059955	0	0.0053241466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ligilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003630363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00090448625	0	0	0	0	0	0	0	0	0	0	0.057735606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014733869	0	0	0	0.16272639	0	0	0	0	0	0	0	0	0	0	0.03177513	0.028648165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045628764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Limnohabitans	0	0	0	0	0	0	0	0	0.017593244	0	0	0	0	0	0	0	0	0.0022165928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Limosilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00330033	0	0	0	0	0.0026661198	0	0	0	0	0.028499772	0	0	0	0	0	0	0	0	0.15863983	0	0	0	0	0	0	0	0	0	0	0.0079962371	0	0.017196905	0	0	0	0.0056153917	0	0.01146311	0	0.0048842258	0	0	0	0	0	0	0	0.06229069	0	0	0.038275973	0	0	0	0	0	0	0.10291289	0	0	0	0	0	0	0	0	0	0	0	0	0.023281193	0	0.024850986	0	0	0	0	0	0	0	0	0	0.015968478	0	0	0	0	0	0	0	0	0	0	0	0.010743062	0	0	0.0088420337	0	0	0.0066061107	0.0010329511	0	0	0	0	0	0	0	0.0003833131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028813254	0	0	0	0	0	0	0	0	0	0
g__Listeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0098120128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Luteimonas	0	0	0	0	0	0	0	0	0.025334272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050795801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mediterraneibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014184397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Megamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043319653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047493404	0	0	0	0	0	0	0	0	0	0.018518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Megasphaera	0	0.025515334	0.019395203	0	0	0	0	0.007374426	0	0.0023787213	0	0.010362694	0	0.0065493246	0.029969419	0.0082278481	0.0025860676	0	0	0	0	0.0038187373	0	0	0.031188119	0.007184466	0	0	0	0.0011279737	0	0	0	0	0.016415869	0	0	0	0	0.0023567803	0.0019605441	0	0	0.0049965302	0	0	0	0	0	0	0	0	0	0	0	0	0.015907137	0	0	0	0.0230139	0.00030527693	0	0	0.0025325615	0	0	0	0	0	0	0	0	0	0.0074892105	0	0	0	0.011808577	0	0	0	0.008931025	0	0	0.015107212	0.038771793	0	0	0	0	0	0	0.013857613	0.017053206	0.0083666788	0	0.00087116002	0.0030880082	0	0	0	0	0.021118546	0	0	0	0	0	0	0.0002913187	0	0	0.0017538162	0.0030322804	0	0	0.0083393473	0.0045829514	0	0.010620915	0	0.011902738	0	0	0.087530966	0.014151431	0	0	0	0	0	0	0.01892886	0	0	0	0.0019183029	0	0	0	0	0.0030055218	0	0	0	0.0098416774	0.0016426355	0	0	0	0	0	0	0.0017070143	0	0	0	0	0	0	0
g__Mesomycoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054387237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylophilus	0	0	0	0	0	0	0	0	0	0.0012254019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037873475	0.015760441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylorubrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011338857	0	0	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methyloversatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0080601827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mobiluncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015274949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079537729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00090448625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046838407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099009901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mogibacterium	0	0.0022624434	0	0	0	0	0	0.0025045221	0	0.0027391336	0.0057923403	0.0096225019	0	0	0	0.0075949367	0	0.0060164661	0	0.0047667472	0.0006258475	0.011710794	0	0	0.0011551155	0	0	0	0.0032507111	0	0	0	0.0042894442	0	0.0063839489	0	0	0	0	0	0.00073520402	0	0	0.0022206801	0	0	0.0085673489	0	0	0	0	0.00061588996	0.0016323865	0	0	0	0	0	0	0	0.00055233361	0.00091583079	0	0.00064300412	0	0	0.00037615197	0	0	0	0	0	0.0069211878	0	0.0040619447	0	0	0	0.0018645121	0.002994012	0	0	0	0	0	0.0051169591	0	0.00099083478	0	0	0	0	0.010455564	0.0077949073	0.025920873	0	0	0.00032095369	0	0.002170408	0	0	0	0.0091472773	0	0	0	0	0	0.01950787	0.0026218683	0	0	0.0011042546	0.010171573	0	0	0	0.00076382524	0	0.0051742919	0.0069116655	0	0	0.00085910653	0	0.002685673	0	0	0.0043296506	0	0	0.00032180209	0.0088813134	0	0	0	0	0.0040749796	0.0053313496	0	0	0	0	0	0.00085127083	0.0019255456	0.00054754517	0	0.00063545859	0	0	0	0	0.0009310987	0	0.0080531765	0	0.0014869888	0.0027261065	0.00080658171	0.0096483433
g__Moraxella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082623618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Morganella	0	0	0	0	0	0	0	0	0.023223082	0	0	0	0	0	0	0	0	0	0	0.00076267955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008336807	0	0	0	0	0	0.046979866	0	0	0	0	0.0026147589	0	0	0	0	0	0	0	0	0	0	0.36317236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77603166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16694173
g__Mycobacterium	0	0	0.0015641293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mycoplasma	0	0.0080442433	0	0	0.017286652	0	0	0	0	0	0	0.008142117	0	0	0	0	0.0022628091	0	0	0.0043854074	0	0	0.033249102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090361446	0	0	0.041876275	0	0	0.0025575448	0	0	0	0	0.015453259	0	0	0	0	0	0	0	0	0.0079372002	0	0.027520576	0.006512301	0	0.0031972917	0	0	0	0	0	0	0	0.00038080731	0	0.018209719	0	0	0	0.002970297	0	0.0019236054	0	0	0	0.0018214936	0	0	0	0	0.010298661	0	0.0012125411	0	0	0	0.0011462632	0	0.0034726529	0	0	0	0.0019645159	0	0	0.0041868187	0	0	0.0046552871	0.0032530588	0	0	0.0012991231	0	0.16338899	0	0	0	0	0	0.0015171949	0	0.058894231	0.0034364261	0	0	0	0.010935601	0	0	0.0028037383	0	0.00080739212	0.00025554207	0	0.00088170463	0.011622659	0.026746684	0.058086913	0	0.024597182	0.001467813	0	0.0014026403	0	0.014249037	0	0	0.0033891125	0	0.1437061	0.069252078	0	0	0	0.21296178	0.014626219	0	0.0011225144	0.0027423778	0
g__Mycoplasmopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066131219	0.053207739	0	0	0	0	0	0	0	0.0050246103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19980411	0	0	0	0	0	0	0.00021761207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055355304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072928262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039033457	0	0	0
g__Neisseria	0.15614961	0.010180995	0.0037539103	0.018706791	0	0.04162197	0.28005284	0.30416029	0	0.094428026	0.04080574	0.0392302	0	0.2758903	0.050764526	0.08164557	0.11960562	0.014249525	0.31396357	0.0055929833	0	0.024949084	0.082989759	0	0.003960396	0.00058252427	0	0	0	0	0.10810422	0.205	0.016784782	0.15372926	0.028043776	0	0	0.015024038	0.0045135406	0.34608412	0.1271903	0.28689759	0.020966596	0	0.0055744392	0.085313833	0.029033793	0.0018115942	0.0080030488	0.046733798	0.10959076	0.036850749	0	0.016821715	0.060677328	0	0	0.075829384	0.053740107	0.026548673	0.065267422	0.00030527693	0.022509379	0.40534979	0.0037988423	0	0.19409441	0.026912929	0	0.19695613	0.013157895	0.55831099	0	0.033556072	0.10700685	0	0	0.046099291	0.14729646	0.023353293	0.11914191	0	0.0010992031	0.18634376	0.03402696	0.11427875	0.029924538	0.10304682	0.10802201	0.19914927	0.20541091	0.042610711	0.060492905	0.045037242	0	0	0.083793103	0.14282439	0.44653886	0.21474637	0	0.23523636	0.12450749	0.056234269	0.35164835	0.19613111	0.40547174	0	0.70980082	0.015517624	0.2305302	0.17024774	0.20315399	0.31159467	0.040839827	0	0	0.09518082	0.0032844485	0.013876455	0.23474946	0.021240728	0	0	0.0012027491	0	0.00061977068	0.0023742227	0.007290401	0	0.23336924	0.47698598	0	0.048353817	0.14661726	0.016185956	0	0.02516362	0	0.0073771	0.047029703	0.0025686931	0.059481373	0	0.11806931	0	0.0014120668	0.0031940135	0	0.015886465	0.0080492424	0	0	0.022421525	0.0024829299	0	0.031062252	0	0.0087360595	0.23107761	0.035973544	0
g__Neobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020421324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Niabella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002031832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Nitrosomonas	0	0	0.0055265902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Novosphingobium	0	0	0	0	0.0019693654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026733883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Nubsella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026398183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Odoribacter	0	0	0	0	0	0	0	0	0	0.00036041231	0	0	0	0	0	0	0	0	0	0.013219779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005077615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035542016	0	0.041432225	0	0	0	0.0069306931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055420084	0	0	0	0	0	0	0	0.0011226044	0	0	0	0	0	0	0.024398625	0	0	0	0	0.0011943864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Olsenella	0	0	0.0026068822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090808416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011424219	0	0	0	0	0	0.00066006601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001122177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016620499	0	0	0	0	0	0	0	0	0
g__Opitutus	0	0	0	0	0	0	0	0	0.0077410274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Oribacterium	0.02099587	0.0021367521	0.028258603	0	0.006345733	0.0006436387	0	0.010574649	0	0	0.00077807556	0	0	0.0028653295	0.0042813456	0.010970464	0.0095361241	0.0022165928	0	0.013664675	0	0.12958248	0	0	0.0041254125	0.0078640777	0	0	0.0025734796	0	0.0025910465	0	0	0	0.0072959416	0	0.024584718	0	0	0.0010877447	0.0022056121	0	0.0013030088	0.00097154754	0.0053025153	0	0	0	0	0	0	0.0022582632	0.0072913266	0.0016566841	0.0023518344	0.0088839534	0.012897678	0	0	0.0022486581	0.00092055602	0.00052333188	0	0	0.017185239	0.11309524	0.0067707354	0	0	0	0.0032894737	0	0.0026791695	0	0.038207667	0.0065937601	0	0	0.0037290242	0	0	0	0.001786205	0	0	0.014619883	0.022118137	0.0029725043	0.0055024616	0.017401392	0.005744464	0.010169928	0	0.022345401	0	0	0	0.00045850527	0.0019943387	0.012154285	0	0	0	0.0011050402	0.030769231	0	0	0	0	0.0070937708	0.0031559526	0.011565105	0	0.0029879831	0.0014201819	0.0029684601	0	0.0028866971	0	0	0.014297386	0.004888739	0.0091821119	0	0.0015463918	0.032204789	0.021072203	0	0.0036452005	0.0079128098	0	0	0	0.0046649323	0	0	0	0	0.00059272431	0.011282624	0.012775471	0.00023351755	0.0018871881	0	0	0	0.0092426187	0.0013688629	0	0	0.0028409091	0.001080497	0	0	0	0	0	0	0.0057620818	0.0035279025	0.0033876432	0
g__Ottowia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057200966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
