genus	SRR18236708	SRR18236719	SRR18236725	SRR18236726	SRR18236727	SRR18236728	SRR18236729	SRR18236730	SRR18236731	SRR18236734	SRR18236735	SRR18236736	SRR18236737	SRR18236738	SRR18236739	SRR18236740	SRR18236741	SRR18236742	SRR18236743	SRR18236744	SRR18236745	SRR18236746	SRR18236752	SRR18236763	SRR18236774	SRR18236785	SRR18236786	SRR18236787	SRR18236788	SRR18236789	SRR18236790	SRR18236791	SRR18236792	SRR18236793	SRR18236794	SRR18236795	SRR18236796	SRR18236797	SRR18236732	SRR18236733
g__Bacillus	3.9639544e-05	0.0042347247	0	2.5365581e-05	0.00012666084	0.00030026341	1.3912269e-05	0.00026950142	2.4211316e-05	0.0003264088	0	2.6827992e-05	0.00041046691	6.1845214e-05	0.0042133841	0.00013735006	0	0.0011578905	1.5656558e-05	0.00070055122	0.0030922801	1.1804424e-05	0.00033602815	0.00012759752	1.3031523e-05	0.00032847536	0	0.00025012506	0.035198156	3.6991825e-05	0.00037590266	5.4763763e-05	0.00043142872	5.4587388e-05	0	0.00020343552	0.001628313	9.7128635e-05	0	0
g__Bacteroides	0	0	0	0	0	0.00083254855	0.0010434202	2.9944602e-05	0.00021790185	0	0.055487513	0	0.00030785018	0	0.00059939355	0.00047309465	0	0.00064626446	0	3.6871117e-05	0	0.060509479	0.046727679	0.048414145	0	0.021783103	0	0.0017508754	8.8660342e-05	0	0.055989712	6.8454704e-05	1.7257149e-05	1.3646847e-05	0.00028193281	0	0.045023836	0	0	0
g__Balneimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022917989	0	0	0	0	0	0	0	0	3.6456435e-05	0	3.4576353e-05	0	0	0	0	0	1.3690941e-05	0	0	0	0	0	0	0	0
g__Bdellovibrio	0	0.00017284591	0	0	0	4.0945011e-05	0	0	0	0	0	0	0	0	0.00029969678	0	0	0	0	0	0.00012658457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Bifidobacterium	0	0.0019877279	3.1812687e-05	0	0	1.3648337e-05	1.3912269e-05	0.0030842941	0	0.00011657457	0	0	0	0	0	1.5261118e-05	3.9687264e-05	1.3463843e-05	0	0.00035027561	0.00039783721	0	7.9065446e-05	3.6456435e-05	0	8.6440883e-05	0	0.0035927054	0.00079794308	0	3.9568701e-05	0	1.7257149e-05	8.1881081e-05	0.0026470358	1.271472e-05	0.00023541875	0	0	0
g__Bilophila	0	0	0	0	0	0	0	0.00032939063	0	0	0	0	0	0	0	0	0	1.3463843e-05	0	0	0	0	0.00096855172	0.0014947138	1.3031523e-05	0.0020918694	0	0	0	0	0.0012661984	0.0004381101	5.1771446e-05	0.0029477189	6.2651735e-05	0	0.00090243855	0	0	0
g__Blautia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9532723e-05	0	0	1.7288177e-05	0	0	0	0	7.9137402e-05	0	0	0	0	0	3.9236459e-05	0	0	0
g__Brachybacterium	0	0.00017284591	0	0	1.2666084e-05	0	0	0	0	6.9944744e-05	0	0	3.8481272e-05	0	0.00022917989	1.5261118e-05	0	1.3463843e-05	0	5.5306676e-05	0.0001808351	0	0.00011859817	0.00038279256	0	1.7288177e-05	0	4.5477284e-05	0.00070928274	0	7.9137402e-05	0	0.00022434293	1.3646847e-05	0	0	0.00037274636	1.2141079e-05	0	0
g__Bradyrhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014103378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Brevibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8435559e-05	0	0	1.9766362e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8854688e-05	0	0	0
g__Brevibacterium	0	0.0011234984	0	0	1.2666084e-05	0	0	0	0	2.3314915e-05	1.1664392e-05	0	0	0	0	0	0	0	0	7.3742234e-05	5.4250529e-05	0	0	3.6456435e-05	0	1.7288177e-05	0	4.5477284e-05	8.8660342e-05	0	0	0	0	1.3646847e-05	0	3.8144159e-05	1.9618229e-05	2.4282159e-05	0	0
g__Brevundimonas	2.6426363e-05	0.0023334198	0	0	2.5332168e-05	0	0	0.00017966761	0	0	0.56635289	0	0.0035017958	0	0.0043896763	1.5261118e-05	0	0	0	0.00094021348	0.0044666269	0.37355101	0	0.00012759752	0	3.4576353e-05	0	0.00022738642	0	1.2330608e-05	3.9568701e-05	0	0	0	0	1.271472e-05	0.0008043474	0.00010926971	0	0
g__Bulleidia	0.00026426363	0.00077780659	0.0052490933	0.00031706977	0.0014819318	0.0018698222	0.00023650858	0.00017966761	0.0006658112	6.9944744e-05	0	0	0.00012827091	0.00014842851	0	0.0013735006	0.000449789	0.0044699958	0.0010020197	0.00011061335	0.00012658457	0	0.00041509359	0.0020415603	0.0080795444	0.0018844113	5.7811823e-05	0.00093228432	0.0006206224	0.00017262852	0.00047482441	0.0048876658	0.00079382884	0.00045034595	0.0011120683	0.00015257664	0.00084358386	0.0020397013	0	0.0039525692
g__Burkholderia	0	0	0	0	2.5332168e-05	2.7296674e-05	0	0	0	0	0	0	1.2827091e-05	0	0	0	0	0	0	0	5.4250529e-05	0	1.9766362e-05	0	0	0	0	0	0.00017732068	0	1.9784351e-05	0	8.6285744e-05	1.3646847e-05	1.5662934e-05	0	0	1.2141079e-05	0	0
g__Butyricimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9299085e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Butyrivibrio	0.0027219154	0.00077780659	0	2.5365581e-05	0.00021532343	1.3648337e-05	0	0	0	0	0	0	0.0006926629	0.00072977352	0	3.0522235e-05	1.3229088e-05	2.6927686e-05	0	0.00012904891	0.00023508563	0	3.9532723e-05	1.8228217e-05	0	0.00076067977	0.0061425061	0.003365319	0.00017732068	0	0	0.00016429129	5.1771446e-05	0.00060046126	0.00090845015	0.00016529136	0.00019618229	0.00032780914	0	0
g__C39	0	0.00025926886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6871117e-05	7.2334039e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9618229e-05	0	0	0
g__CM44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021155067	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035464137	0	0	0	0	0	0	0	0	0	0	0
g__Caldicoprobacter	0	0	0	0	0	2.7296674e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Caldilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6167019e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Campylobacter	0.029108639	0.013654827	0.0011293504	0.0075208949	0.00011399476	0.0026477774	0.00016694723	0.033672705	0.00012105658	0.00097922641	2.3328784e-05	0	0.0076192919	0.036896855	0	0.0037847572	0.00018520723	0.007795565	0.016658577	0.00071898678	0.008372665	1.1804424e-05	0.0013441126	0.0048304776	0.017761966	0.029614647	0.075863564	0.033312111	0.04140438	0.037189115	0.00087051143	0.03435057	0.019483321	0.06158822	0.054005795	0.0013986192	0.0018048771	0.0031688217	0.0081300813	0
g__Candidatus Koribacter	0	0.00025926886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4514298e-05	0	0	0	0	0	0	0
g__Candidatus Rhabdochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6167019e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus Rhodoluna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5477284e-05	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus Solibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015513716	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00070928274	0	0	0	0	0	0	0	0	0	0	0
g__Capnocytophaga	0.013715282	0.014691902	0.11726156	0.056273542	0.01390736	0.080702616	0.00015303496	0.10233568	0.01104036	0.90093493	0.00038492494	0.00030852191	0.17283222	0.1756033	0.0011282702	0.074458993	0.090010716	0.1369946	0.056441891	0.11953616	0.13432431	2.3608849e-05	0.010357573	0.040612468	0.0047695375	0.064398458	0.0053909524	0.046136705	0.081301534	0.14282544	0.0071817193	0.22893991	0.055429962	0.18855848	0.0338476	0.0097267607	0.0113001	0.030862624	0	0.0079051383
g__Cardiobacterium	0.00022462408	0.00025926886	0	0	0	0	0	0.0017068423	0	0	0	0	6.4135454e-05	0	0	0	0	0	0	3.6871117e-05	7.2334039e-05	0	5.9299085e-05	0.00043747721	0	0	0.00054921231	0	0	0	5.9353052e-05	0.00027381881	0	1.3646847e-05	3.1325867e-05	0.00036872688	1.9618229e-05	9.7128635e-05	0	0
g__Catonella	0.0027087022	0.0033704952	0.0043424318	0.021535379	0.00048131119	0.00054593348	0.00061213985	0.00080850427	0.002336392	0	1.1664392e-05	0	0.0027065162	0.00040817841	0	0.0054176968	0.00067468349	0.012400199	0.0011585853	0.00046088896	0.00012658457	0	0.00055345812	0.00087495443	0.00014334676	0.00065695071	0.0014742015	0.0019782619	0.0048763188	0.013477355	0.00051439312	0.0023959146	0.0007075431	0.0010781009	0.00048555094	0.00011443248	0.00056892865	0.00091058095	0	0
g__Cellulomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9236459e-05	0	0	0
g__Cellulosimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6927686e-05	0	0	9.0417548e-05	0	0	0	0	0	0	2.2738642e-05	0	0	0	0	0	0	0	0	0	0	0	0
g__Chitinophaga	0	0	0	0	0	0	0	1.4972301e-05	0	0	0	0	0	0	0.00059939355	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053196205	0	0	0	0	0	0	0	0	0	0	0
g__Chryseobacterium	1.3213181e-05	0	0	0	0	0	0	0	0	0	0	0	1.2827091e-05	0	0.00014103378	0	0	1.3463843e-05	0	3.6871117e-05	0.00014466808	0	7.9065446e-05	1.8228217e-05	0	0	0	0	8.8660342e-05	0	7.9137402e-05	0	0	0	0	0	0	0	0	0
g__Chthoniobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017732068	0	0	0	0	0	0	0	0	0	0	0
g__Citrobacter	0	0	0	0	2.5332168e-05	4.0945011e-05	0	4.4916904e-05	1.2105658e-05	2.3314915e-05	0	0	3.8481272e-05	0	1.7629222e-05	7.6305589e-05	0	9.42469e-05	0	1.8435559e-05	0.00066908986	0	5.9299085e-05	0.0001093693	0	8.6440883e-05	0	4.5477284e-05	0.0006206224	0	3.9568701e-05	0	6.9028595e-05	2.7293694e-05	0	1.271472e-05	3.9236459e-05	1.2141079e-05	0	0
g__Cloacibacterium	2.6426363e-05	8.6422954e-05	0	0	0	5.4593348e-05	0	0	0	0	0	0	1.2827091e-05	0	0.00026443833	1.5261118e-05	0	1.3463843e-05	0	5.5306676e-05	0.00030741966	1.1804424e-05	0	9.1141086e-05	0	0	0	0	0.00035464137	0	0	1.3690941e-05	5.1771446e-05	2.7293694e-05	0	2.542944e-05	9.8091146e-05	1.2141079e-05	0	0
g__Clostridium	0	0	0	0	1.2666084e-05	0	0	0	0	0	0	0	0	0	0.00038784289	0	0	0	0	0	0.00014466808	0	0.00090925263	0.00069267226	0	0.00043220442	0	0	0.00017732068	0	0.00063309922	4.1072822e-05	0	0	0	0	0.00084358386	0	0	0
g__Cohnella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033495522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Comamonas	0	0	0	0	1.2666084e-05	0	0	0	0	0	0	0	0	0	0	6.1044471e-05	0	4.0391529e-05	0	3.6871117e-05	0.00028933615	0	0.00015813089	1.8228217e-05	0	0	0	0	0.00070928274	1.2330608e-05	1.9784351e-05	0	0	0	0	2.542944e-05	5.8854688e-05	0	0	0
g__Coprobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8831808e-05	0.00016405396	0	0.00013830541	0	0	0	0	0.0001187061	0	0	0	0	0	0.0001373276	0	0	0
g__Coprococcus	0	0	6.3625374e-05	0	0	0	0	1.4972301e-05	0	0	0	0	2.5654182e-05	0	0	0	1.3229088e-05	0	6.2626231e-05	0	0	0	0.0017196735	0.0012030623	0	0.00079525612	0	0	0	0	0.0015036106	0	0	1.3646847e-05	0	0	0.0012948031	0	0	0
g__Coprothermobacter	1.3213181e-05	0	0	0	0	1.3648337e-05	0	4.4916904e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.808351e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Corynebacterium	0.00080600407	0.0049261084	0.0002545015	0.015422274	0.62005548	0.0009963286	2.7824538e-05	0.003877826	3.6316975e-05	0.00025646406	2.3328784e-05	2.6827992e-05	0.0022832222	0.0035251772	0.011705804	0.00013735006	1.3229088e-05	0.0010636436	0.0004070705	0.00082960013	0.011700031	0	0.0024312625	0.0020780168	0	0.0011064433	8.6717734e-05	0.0017508754	0.0047876585	4.9322433e-05	0.0016816698	0.00079407456	0.00044868587	0.00030023063	0.00073615788	0.00033058272	0.0055323407	0.00025496267	0	0
g__DA101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051124744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dactylosporangium	0	0	0	0	0	0	0	0	0	6.9944744e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dehalobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005139254	0.00047393365	0	0.00012101724	0	0	0	0	0.00029676526	0	0	0	0	0	0.00037274636	0	0	0
g__Deinococcus	0	0	0	0	3.7998252e-05	0	0	1.4972301e-05	0	0	0	0	0	0	0.000634652	0	0	0	0	3.6871117e-05	0.00016275159	1.1804424e-05	1.9766362e-05	0	0	1.7288177e-05	0	4.5477284e-05	0.00053196205	0	1.9784351e-05	0	1.7257149e-05	0	0	1.271472e-05	3.9236459e-05	2.4282159e-05	0	0
g__Delftia	0	0	0	0	1.2666084e-05	2.7296674e-05	0	0	0	0	0	0	1.2827091e-05	0	0	0	0	0	0	0	5.4250529e-05	0	0	3.6456435e-05	0	0	0	0	8.8660342e-05	0	0	0	0	4.0940541e-05	0	0	0	0	0	0
g__Dermabacter	0	0.00043211477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dermacoccus	0	0.00025926886	0	0	1.2666084e-05	0	0	1.4972301e-05	0	9.3259658e-05	0	0	1.2827091e-05	0	0.0070693181	0	0	6.7319214e-05	0	0	0.00041592072	0	3.9532723e-05	0	0	0	0	0	8.8660342e-05	1.2330608e-05	0	0	0	0	0	8.9003039e-05	0	0	0	0
g__Desemzia	0	0	0	0	0	0	0	0	0	0	0	0	0.000141098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desulfobulbus	0.00030390317	0.0011234984	0	0	0	0	0	0.00019463992	0	0	0	0	3.8481272e-05	0	0	1.5261118e-05	0	0	0	0	0	0	3.9532723e-05	0	0	0	0.00010117069	0.00052298877	0	0	0	2.7381881e-05	0	0	1.5662934e-05	2.542944e-05	7.8472917e-05	0	0	0
g__Desulfosporosinus	0	0.00017284591	0	0	0	0	0	0	0	2.3314915e-05	1.1664392e-05	0	0	0	3.5258444e-05	0	0	0	0	0	0	0	0	1.8228217e-05	0	1.7288177e-05	0	0	0	0	3.9568701e-05	0	1.7257149e-05	0	0	0	1.9618229e-05	1.2141079e-05	0.73170732	0.86561265
g__Desulfotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016260163	0.015810277
g__Desulfovibrio	1.3213181e-05	0	0	0	0	0	0	0	0	0	4.6657568e-05	0	0	0	0	0	0	0	0	1.8435559e-05	0	0	0.0065426657	0.0063981043	0	0.002351192	0	0	0	0	0.0067662479	8.2145644e-05	3.4514298e-05	5.4587388e-05	0.00072049495	0	0.0056892865	0	0	0
g__Devosia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017732068	0	0	0	0	0	0	0	5.8854688e-05	0	0	0
g__Dialister	0.0079675484	0.0046668395	1.5906343e-05	0.00011414512	0.00013932692	0.001214702	0.0015025251	0.0039676598	0	2.3314915e-05	0	0	0.0015392509	0.0067658664	0	0.0027012178	7.9374529e-05	5.3855371e-05	3.1313115e-05	7.3742234e-05	0.00012658457	0	0.00039532723	0.0047940211	1.3031523e-05	0.0012793251	0.00076600665	0.006798854	0.00044330171	0.00019728973	0.00043525571	0.015511836	8.6285744e-05	0.00021834955	0.0019735296	0.00041958575	0.00062778334	0	0	0
g__Dietzia	0	0	0	0	0	1.3648337e-05	0	1.4972301e-05	0	0	0	0	1.2827091e-05	0	0	0	0	0	0	0	0.00025316914	0	0	0	0	0	0	0	0	1.2330608e-05	0	0	0	0	0	0	0	0	0	0
g__Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045462632	0.00036456435	0	0.00013830541	0	0	0	0	0.00061331487	0	0	0	0	0	0.00056892865	0	0	0
g__Dyadobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024680911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dysgonomonas	0	0	0	0	1.2666084e-05	1.3648337e-05	0	1.4972301e-05	0	0	0	0	0	0	0	1.5261118e-05	0	1.3463843e-05	0	0	3.6167019e-05	0	0	0	0	0	0	0	0	0	0	0	1.7257149e-05	0	0	0	0	0	0	0
g__Eikenella	0.00040960863	0.00069138363	0.0082235796	0.0023970474	0.00037998252	0.017824728	0	0.011214254	0.00049633199	0.0001632044	2.3328784e-05	1.3413996e-05	0.00067983581	0.0074461637	0	0.000259439	0.00019843632	0.0035544545	0.00015656558	0.0017882492	0.0021157706	0	0.00043485996	0.0012212906	2.6063047e-05	0.00293899	0.00011562365	0.0010687162	0.00044330171	0.00013563669	0.00053417747	0.00098574773	0.00027611438	0.0023881982	9.3977602e-05	0.001360475	0.00084358386	0.00019425727	0.0081300813	0
g__Enhydrobacter	1.3213181e-05	0.00017284591	0	0	3.7998252e-05	0.00019107672	0	0	0	0	2.3328784e-05	0	1.2827091e-05	0	0.0016042592	1.5261118e-05	0	4.0391529e-05	4.6969673e-05	0.00018435559	0.00028933615	0	3.9532723e-05	7.2912869e-05	0	8.6440883e-05	1.4452956e-05	6.8215926e-05	0.0015072258	0	1.9784351e-05	0	6.9028595e-05	1.3646847e-05	1.5662934e-05	0.00022886496	0.00011770938	3.6423238e-05	0	0
g__Enterobacter	0	0	0	0	0	1.3648337e-05	0	0	0	0	0	0	1.2827091e-05	0	0	0	0	0	0	0	0	0	1.9766362e-05	0	0	0	0	0	8.8660342e-05	0	3.9568701e-05	0	0	0	0	0	1.9618229e-05	0	0	0
g__Enterococcus	2.6426363e-05	0.00060496068	0.00012725075	0	0.00011399476	0.00012283503	0	7.4861506e-05	4.8422633e-05	0.042642979	0	0.52011429	0.0006926629	2.4738086e-05	0.00054650589	6.1044471e-05	1.3229088e-05	0	1.5656558e-05	0.0004424534	0.0001808351	0	0.00041509359	0.00056507474	0	0.00017288177	0	0.00013643185	8.8660342e-05	1.2330608e-05	0.0001582748	4.1072822e-05	0.0010009146	8.1881081e-05	3.1325867e-05	2.542944e-05	0.00027465521	0.00012141079	0	0
g__Epulopiscium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4576353e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Erwinia	0	8.6422954e-05	0	0	0	0	0	0	0	0	0	0	1.2827091e-05	0	3.5258444e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.2738642e-05	0	0	0	0	0	0	0	0	1.9618229e-05	1.2141079e-05	0	0
g__Ethanoligenens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3463843e-05	0	0	5.4250529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Exiguobacterium	0	0.00025926886	0	1.2682791e-05	5.0664336e-05	4.0945011e-05	0	2.9944602e-05	0	6.9944744e-05	0	0	8.9789636e-05	0	0.0019744729	1.5261118e-05	0	0	0	1.8435559e-05	0.00088609197	0	1.9766362e-05	3.6456435e-05	0	5.186453e-05	0	6.8215926e-05	0.00053196205	0	1.9784351e-05	0	3.4514298e-05	0	1.5662934e-05	5.0858879e-05	0.033762973	1.2141079e-05	0	0
g__Facklamia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2334039e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Faecalibacterium	0	0	0	0	0	0	0	2.9944602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2738642e-05	8.8660342e-05	0	0	0	0	0	0	0	0	0	0	0
g__Filifactor	0.027034169	0.00043211477	0	0	0.0011399476	0.0082981889	0.006663977	5.9889205e-05	1.2105658e-05	0	0	0	0	3.7107128e-05	0	0.002075512	1.3229088e-05	2.6927686e-05	0	0.00018435559	0.00048825476	0.00063743891	0.00013836453	0.00058330295	0	0.00010372906	0.014872091	0.00015917049	0.0012412448	0.0046979618	0.00017805916	0.0029435523	0.00022434293	5.4587388e-05	0.003304879	0.00068659487	0.00037274636	4.8564317e-05	0	0
g__Fimbriimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9236459e-05	0	0	0
g__Finegoldia	0	0	0	1.2682791e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3463843e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7257149e-05	0	0	0	0	0	0	0
g__Flavisolibacter	0	8.6422954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00086383189	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035464137	0	0	0	0	0	0	0	0	0	0	0
g__Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158663	0	0	0	0	0	7.2334039e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Flexispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7288177e-05	0	0	0	0	1.9784351e-05	0	0	0	0	0	0	0	0	0
g__Fluviicola	0	0	0	0	0	0	0	0	0	0	0	0	2.5654182e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fusobacterium	0.54755424	0.054792153	0.005694471	0.52765483	0.0044331294	0.18919325	0.40803294	0.059769427	0.11614168	0.00013988949	0.0016096861	4.0241988e-05	0.04797332	0.060756738	0.0038784289	0.17882978	0.26941038	0.21733335	0.090651469	0.0037977251	0.017233585	3.5413273e-05	0.044078986	0.035854903	0.15734261	0.054889961	0.34068507	0.11778617	0.18166504	0.42591154	0.032782669	0.17194452	0.071254767	0.085060797	0.19896625	0.29398975	0.037137308	0.1741395	0.016260163	0
g__Gemella	0.0057741603	0.019963702	0.12761659	0.011046711	0.011399476	0.016541784	0.031483465	0.0096870789	6.0528291e-05	0.0091627614	0.0019012959	8.0483977e-05	0.1081452	0.012777221	0.00075805655	0.015459512	0.011496078	0.013181102	0.025128775	0.0096971038	0.10197291	0.00016526194	0.0087960309	0.0096609552	0.015494481	0.024480058	0.00067928891	0.066283142	0.014451636	0.021590895	0.0098921753	0.011226571	0.039467099	0.16975313	0.043167045	0.0010680365	0.014340926	0.010429187	0.0081300813	0
g__Gemmata	0	0.00025926886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6871117e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gemmatimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6456435e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Geobacillus	0	0	0	0	0	0	0	0	0	2.3314915e-05	0	0	0	0	0	0	0	1.3463843e-05	0	0	0	0	0	0.00016405396	0	0	4.3358867e-05	0	0	0	5.9353052e-05	0	0	0	0	0	0	0	0	0
g__Geobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5477284e-05	0	0	0	0	0	0	0	0	0	0	0	0
g__Geodermatophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037021367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gordonia	0	0	0	0	0	0	0	0	0	2.3314915e-05	0	0	0	0	0.12876384	0	0	1.3463843e-05	0	0	5.4250529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Granulicatella	0	0.00077780659	0.0095278997	1.2682791e-05	1.2666084e-05	0.00046404346	0	0.004222189	1.2105658e-05	6.9944744e-05	0	4.0241988e-05	0.00035915854	1.2369043e-05	0	0.00028996124	0.00042333082	0.00024234917	0.00051666641	0.0035027561	0.0036709525	0	0.00081042083	0.00080204156	0.00013031523	0.0016769531	0	0.00018190914	0.0013299051	0.00011097547	0.00087051143	0.00041072822	0.0022261722	0.0017604432	0.00043856214	0.00052130351	0.0013144214	0.00018211619	0	0
g__Haemophilus	3.9639544e-05	0.0064817215	0.04067252	0.0014585209	0.082114223	0.0019653605	0	0.0012876179	1.2105658e-05	0.0047795575	1.1664392e-05	1.3413996e-05	0.0057337096	0.0084480562	0.0011987871	0.11387846	0.0026855049	0.061152774	0.1441969	0.13791641	0.18711007	1.1804424e-05	0.0048427586	0.0032446227	0.015090504	0.0027833964	1.4452956e-05	0.00047751148	0.0049649792	0.00054254676	0.0040557919	0.00058871045	0.13631422	0.0013100973	0.026360717	0.017279304	0.018362663	0.038438657	0.016260163	0.04743083
g__Halomonas	7.9279089e-05	0.043384323	0	0.0001395107	0.001659257	0.002511294	2.7824538e-05	0.0021709837	0.00036316975	0.0039635355	0	1.3413996e-05	0.0018086198	0.00013605947	0	0.0014040228	0.00021166541	0.0015618058	0.00018787869	0.0014932802	0.011446862	0	0.00033602815	0.00027342326	1.3031523e-05	3.4576353e-05	4.3358867e-05	0.0032516258	0.10204805	0.0001479673	0.00027698091	0.00031489164	0.002208915	0.00055952072	9.3977602e-05	0.0014367633	0.00019618229	0	0	0
g__Helcococcus	1.3213181e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035464137	0	0	0	0	0	0	0	0	0	0	0
