genus	SRR18236708	SRR18236719	SRR18236725	SRR18236726	SRR18236727	SRR18236728	SRR18236729	SRR18236730	SRR18236731	SRR18236734	SRR18236735	SRR18236736	SRR18236737	SRR18236738	SRR18236739	SRR18236740	SRR18236741	SRR18236742	SRR18236743	SRR18236744	SRR18236745	SRR18236746	SRR18236752	SRR18236763	SRR18236774	SRR18236785	SRR18236786	SRR18236787	SRR18236788	SRR18236789	SRR18236790	SRR18236791	SRR18236792	SRR18236793	SRR18236794	SRR18236795	SRR18236796	SRR18236797	SRR18236732	SRR18236733
g__Bacillus	3	49	0	2	10	22	1	18	2	14	0	2	32	5	239	9	0	86	1	38	171	1	17	7	1	19	0	11	397	3	19	4	25	4	0	16	83	8	0	0
g__Bacteroides	0	0	0	0	0	61	75	2	18	0	4757	0	24	0	34	31	0	48	0	2	0	5126	2364	2656	0	1260	0	77	1	0	2830	5	1	1	18	0	2295	0	0	0
g__Balneimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g__Bdellovibrio	0	2	0	0	0	3	0	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Bifidobacterium	0	23	2	0	0	1	1	206	0	5	0	0	0	0	0	1	3	1	0	19	22	0	4	2	0	5	0	158	9	0	2	0	1	6	169	1	12	0	0	0
g__Bilophila	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	49	82	1	121	0	0	0	0	64	32	3	216	4	0	46	0	0	0
g__Blautia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0
g__Brachybacterium	0	2	0	0	1	0	0	0	0	3	0	0	3	0	13	1	0	1	0	3	10	0	6	21	0	1	0	2	8	0	4	0	13	1	0	0	19	1	0	0
g__Bradyrhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Brevibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
g__Brevibacterium	0	13	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	3	0	0	2	0	1	0	2	1	0	0	0	0	1	0	3	1	2	0	0
g__Brevundimonas	2	27	0	0	2	0	0	12	0	0	48554	0	273	0	249	1	0	0	0	51	247	31645	0	7	0	2	0	10	0	1	2	0	0	0	0	1	41	9	0	0
g__Bulleidia	20	9	330	25	117	137	17	12	55	3	0	0	10	12	0	90	34	332	64	6	7	0	21	112	620	109	4	41	7	14	24	357	46	33	71	12	43	168	0	1
g__Burkholderia	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	2	0	1	0	5	1	1	0	0	1	0	0
g__Butyricimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Butyrivibrio	206	9	0	2	17	1	0	0	0	0	0	0	54	59	0	2	1	2	0	7	13	0	2	1	0	44	425	148	2	0	0	12	3	44	58	13	10	27	0	0
g__C39	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g__CM44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
g__Caldicoprobacter	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Caldilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Campylobacter	2203	158	71	593	9	194	12	2249	10	42	2	0	594	2983	0	248	14	579	1064	39	463	1	68	265	1363	1713	5249	1465	467	3016	44	2509	1129	4513	3448	110	92	261	1	0
g__Candidatus Koribacter	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
g__Candidatus Rhabdochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus Rhodoluna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus Solibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
g__Capnocytophaga	1038	170	7372	4437	1098	5913	11	6835	912	38642	33	23	13474	14197	64	4879	6804	10175	3605	6484	7428	2	524	2228	366	3725	373	2029	917	11583	363	16722	3212	13817	2161	765	576	2542	0	2
g__Cardiobacterium	17	3	0	0	0	0	0	114	0	0	0	0	5	0	0	0	0	0	0	2	4	0	3	24	0	0	38	0	0	0	3	20	0	1	2	29	1	8	0	0
g__Catonella	205	39	273	1698	38	40	44	54	193	0	1	0	211	33	0	355	51	921	74	25	7	0	28	48	11	38	102	87	55	1093	26	175	41	79	31	9	29	75	0	0
g__Cellulomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
g__Cellulosimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g__Chitinophaga	0	0	0	0	0	0	0	1	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
g__Chryseobacterium	1	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	1	0	2	8	0	4	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
g__Chthoniobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
g__Citrobacter	0	0	0	0	2	3	0	3	1	1	0	0	3	0	1	5	0	7	0	1	37	0	3	6	0	5	0	2	7	0	2	0	4	2	0	1	2	1	0	0
g__Cloacibacterium	2	1	0	0	0	4	0	0	0	0	0	0	1	0	15	1	0	1	0	3	17	1	0	5	0	0	0	0	4	0	0	1	3	2	0	2	5	1	0	0
g__Clostridium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	8	0	46	38	0	25	0	0	2	0	32	3	0	0	0	0	43	0	0	0
g__Cohnella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Comamonas	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	3	0	2	16	0	8	1	0	0	0	0	8	1	1	0	0	0	0	2	3	0	0	0
g__Coprobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	8	0	0	0	0	6	0	0	0	0	0	7	0	0	0
g__Coprococcus	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	4	0	0	0	87	66	0	46	0	0	0	0	76	0	0	1	0	0	66	0	0	0
g__Coprothermobacter	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Corynebacterium	61	57	16	1216	48954	73	2	259	3	11	2	2	178	285	664	9	1	79	26	45	647	0	123	114	0	64	6	77	54	4	85	58	26	22	47	26	282	21	0	0
g__DA101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dactylosporangium	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dehalobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	0	7	0	0	0	0	15	0	0	0	0	0	19	0	0	0
g__Deinococcus	0	0	0	0	3	0	0	1	0	0	0	0	0	0	36	0	0	0	0	2	9	1	1	0	0	1	0	2	6	0	1	0	1	0	0	1	2	2	0	0
g__Delftia	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
g__Dermabacter	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dermacoccus	0	3	0	0	1	0	0	1	0	4	0	0	1	0	401	0	0	5	0	0	23	0	2	0	0	0	0	0	1	1	0	0	0	0	0	7	0	0	0	0
g__Desemzia	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desulfobulbus	23	13	0	0	0	0	0	13	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	7	23	0	0	0	2	0	0	1	2	4	0	0	0
g__Desulfosporosinus	0	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	1	1	90	219
g__Desulfotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
g__Desulfovibrio	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	331	351	0	136	0	0	0	0	342	6	2	4	46	0	290	0	0	0
g__Devosia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
g__Dialister	603	54	1	9	11	89	108	265	0	1	0	0	120	547	0	177	6	4	2	4	7	0	20	263	1	74	53	299	5	16	22	1133	5	16	126	33	32	0	0	0
g__Dietzia	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g__Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	20	0	8	0	0	0	0	31	0	0	0	0	0	29	0	0	0
g__Dyadobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dysgonomonas	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g__Eikenella	31	8	517	189	30	1306	0	749	41	7	2	1	53	602	0	17	15	264	10	97	117	0	22	67	2	170	8	47	5	11	27	72	16	175	6	107	43	16	1	0
g__Enhydrobacter	1	2	0	0	3	14	0	0	0	0	2	0	1	0	91	1	0	3	3	10	16	0	2	4	0	5	1	3	17	0	1	0	4	1	1	18	6	3	0	0
g__Enterobacter	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0
g__Enterococcus	2	7	8	0	9	9	0	5	4	1829	0	38774	54	2	31	4	1	0	1	24	10	0	21	31	0	10	0	6	1	1	8	3	58	6	2	2	14	10	0	0
g__Epulopiscium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Erwinia	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
g__Ethanoligenens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Exiguobacterium	0	3	0	1	4	3	0	2	0	3	0	0	7	0	112	1	0	0	0	1	49	0	1	2	0	3	0	3	6	0	1	0	2	0	1	4	1721	1	0	0
g__Facklamia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Faecalibacterium	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
g__Filifactor	2046	5	0	0	90	608	479	4	1	0	0	0	0	3	0	136	1	2	0	10	27	54	7	32	0	6	1029	7	14	381	9	215	13	4	211	54	19	4	0	0
g__Fimbriimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
g__Finegoldia	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g__Flavisolibacter	0	1	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
g__Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Flexispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g__Fluviicola	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fusobacterium	41440	634	358	41604	350	13862	29329	3992	9594	6	138	3	3740	4912	220	11718	20365	16142	5790	206	953	3	2230	1967	12074	3175	23572	5180	2049	34541	1657	12559	4129	6233	12703	23122	1893	14343	2	0
g__Gemella	437	231	8023	871	900	1212	2263	647	5	393	163	6	8431	1033	43	1013	869	979	1605	526	5639	14	445	530	1189	1416	47	2915	163	1751	500	820	2287	12439	2756	84	731	859	1	0
g__Gemmata	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gemmatimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Geobacillus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
g__Geobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
g__Geodermatophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gordonia	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7304	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Granulicatella	0	9	599	1	1	34	0	282	1	3	0	3	28	1	0	19	32	18	33	190	203	0	41	44	10	97	0	8	15	9	44	30	129	129	28	41	67	15	0	0
g__Haemophilus	3	75	2557	115	6483	144	0	86	1	205	1	1	447	683	68	7462	203	4542	9210	7481	10347	1	245	178	1158	161	1	21	56	44	205	43	7899	96	1683	1359	936	3166	2	12
g__Halomonas	6	502	0	11	131	184	2	145	30	170	0	1	141	11	0	92	16	116	12	81	633	0	17	15	1	2	3	143	1151	12	14	23	128	41	6	113	10	0	0	0
g__Helcococcus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
g__Helicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
g__Holdemania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	1	0	0	0	0	7	0	0	0	0	0	4	0	0	0
g__Hydrogenophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hylemonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Jeotgalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Jonquetella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	20	0	2	0	0	0
g__Kaistobacter	0	2	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0
g__Kingella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0	4	0	1	1	0	0	0	16	1	3	0	0	0	1	0	0	0	30	0	0
g__Klebsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	5	0	0	0	0	0	0	4	0	8	0	0	1	5	0	0	0
g__Kocuria	0	2	0	0	3	3	0	1	0	2	0	0	22	0	39	1	0	8	0	7	55	0	2	4	0	1	0	0	1	0	2	0	30	0	0	4	2	6	0	0
g__Lactobacillus	0	0	0	0	0	9	0	4	0	0	0	0	5	0	23	0	0	1	0	4	62	1	12	14	2	6	0	6	7	1	13	1	1	5	2	2	10	1	0	0
g__Lactococcus	0	0	0	1	19	32	0	0	5	0	0	1	249	11	0	58	0	610	1	168	1331	0	93	9	3	37	0	18	95	5	9	32	90	0	0	0	6	1	0	0
g__Lautropia	10	315	1	0	3	1	0	0	1	0	2	0	5	32	3	9	18	26	12	20	15	0	100	126	10	1143	2	25	3	4	11	63	17	3749	2	15	5	24	0	0
g__Legionella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
g__Leptotrichia	7681	357	883	1897	9	166	2	12191	359	126	3	7	28101	3080	59	105	2477	1020	912	448	634	3	755	741	6584	2726	3454	7101	585	16468	690	6020	540	5596	4030	2923	489	2224	0	1
g__Leucobacter	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	5	0	2	1	0	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0
g__Limnobacter	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	1	1	0	0	0	3	0	0	0
g__Luteibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g__Luteimonas	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	10	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g__Lysinibacillus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	1	8	0	3	0	0	0	0	2	0	0	0	0
g__Lysobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Macrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g__Marinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Marinobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Megasphaera	41	33	0	3	3	12	0	138	6	0	0	0	0	0	0	14	242	187	27	0	3	0	19	20	1	14	5	78	0	3	9	88	0	3	17	3	19	1	0	0
g__Mesorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylibium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylobacterium	0	7	0	0	1	2	0	1	0	0	0	0	0	0	180	0	0	1	0	1	21	0	16	5	0	8	0	0	1	0	8	0	3	1	0	0	23	0	0	0
g__Microbacterium	0	4	0	0	0	1	0	3	0	0	31	0	2	0	4447	0	0	1	0	4	35	550	1	7	0	0	0	2	5	0	0	0	0	0	0	0	10	5	0	0
g__Microbispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Micrococcus	0	13	0	1	2	7	0	7	3	4	0	0	6	0	385	1	0	5	1	17	58	0	8	10	2	3	0	0	17	2	9	0	11	1	0	43	15	7	0	1
g__Microlunatus	0	1	0	0	0	0	0	0	0	0	1	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mobiluncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
g__Mogibacterium	59	5	0	2	21	53	1	12	0	2	0	0	21	2	0	113	8	11	27	7	0	0	10	16	2	24	2	66	0	18	4	142	5	32	34	3	8	31	0	0
g__Morganella	0	6	0	1	609	4	0	1	0	1	0	0	1	4	0	0	0	2	0	1	3	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0
g__Moryella	13	15	1	3	0	0	0	41	0	0	0	0	6	0	0	10	1331	177	339	10	20	0	20	41	3	7	0	50	9	185	10	1104	3	1	42	2	16	12	0	0
g__Mucispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	48	0	24	0	0	0	0	50	0	0	0	0	0	30	0	0	0
g__Mycobacterium	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1254	1	0	0	0	0	8	0	0	0	0	0	0	2	10	0	0	0	0	1	0	0	2	0	0	0
g__Mycoplana	0	0	0	0	1	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mycoplasma	0	1	1	14	0	0	0	7	3	0	10	0	85	0	17	14	0	102	0	133	31	1	25	20	0	23	1	14	5	58	18	2	0	33	1	0	32	0	0	0
g__Myroides	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	4	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0
g__Nannocystis	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Neisseria	75	968	1674	256	6	320	1	2762	39	24	9	1	960	178	59	2509	5403	3387	3947	9484	2324	2	364	323	18585	706	5	164	82	827	189	290	1241	1087	29	981	336	25019	0	0
g__Nesterenkonia	0	1	0	0	0	1	0	1	0	4	0	0	21	0	0	0	0	0	0	1	17	0	0	8	0	0	0	0	7	0	0	0	0	0	0	4	1	0	0	0
g__Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Nocardioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
g__Ochrobactrum	118	586	0	0	1	2	0	136	0	1	0	0	3	0	2	1	0	5	0	1035	8244	0	8	87	3	2	0	0	14	0	7	0	1	1	1	6	578	12	0	0
g__Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	166	0	78	0	0	0	0	154	0	0	0	0	0	137	0	0	0
g__Oligella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g__Oribacterium	243	13	1333	20	1	64	1	59	9	3	0	2	8	0	27	40	778	430	3746	48	25	1	96	148	71	103	127	74	18	277	92	1051	144	203	49	19	64	1183	1	0
g__Oscillospira	0	0	0	0	0	0	0	1	0	0	1	0	0	0	21	0	0	0	0	2	1	0	1594	1718	0	781	0	0	0	0	1593	0	0	1	19	0	1313	0	0	0
g__Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Paludibacter	514	17	0	5	0	1	0	3	0	0	2	0	496	2760	0	2	0	20	6	3	2	0	18	40	3	365	130	598	0	0	3	185	6	772	33	6	11	0	0	0
g__Pandoraea	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
g__Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	2757	2917	0	1458	0	0	0	0	2964	0	0	0	0	0	2417	0	0	0
g__Paracoccus	1	26	0	0	1	4	0	4	0	1	0	0	4	0	7819	0	0	2	1	4	46	0	33	3	0	2	0	4	7	0	0	0	11	1	0	2	5	2	0	0
g__Parvimonas	328	6	13	1986	3092	8853	6250	101	4	30	3	0	135	73	24	2884	47	94	64	116	8	0	259	353	2	390	27	292	43	1363	251	3818	85	942	3590	16	223	8	0	1
g__Pedobacter	0	0	0	0	0	0	0	0	0	0	2347	0	0	0	0	0	0	0	0	0	0	12908	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
g__Pedomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
