	Taxon	genus
91793c7be7798075aef78c77869793f72c0f5c92	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
1c8cc48efef1f3b5e87db090b5a87802062ce072	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	Unclassified
24349b554a9d80f23229a54697e2820b9886c464	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae	g__Haemophilus
b7ba5847d02333b74198cd3bc507a1f44318341d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica	g__Prevotella
2c34d669a6b1fbde77e4b758576ec726de859524	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
b772326203d95b712ed22ac29291dc35ee08b624	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
8c9af6911f89251e0f3bc4a37b12dca7ded184e1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
04a376adff45ac1bef01ddd2afad2312b6d2b9e4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
47ddb882fa9efb6eaf281c87b60e7ef076eda53f	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica	g__Prevotella
4e6c20d37173db4577c273435678f04c9ffe1671	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__anginosus	g__Streptococcus
189064cac928136a0747cce62f600238d1d18e12	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
948d80a2bc21de1d5d0a4fc231029ba29e4632b9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Actinobacillus; s__	g__Actinobacillus
0047274a33f560b3016494ef503fc3ec02e6b545	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae	g__Haemophilus
e8ddd09080727d0a496c42352e398f459eb497c3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	Unclassified
999122be1485914d3fa8b2c13aa7801d8421b242	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
c17f8c59d7779f4b6b3d29675b826de0bf1eb0ef	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
3150387744a680af053b2aaf5e4ff0866b79594e	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria	g__Neisseria
9447adb3b7f6bf01cf6c1661b62901727a0653ba	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae	g__Haemophilus
0489d87f69f62589839e428c500e7fab99532578	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
e30db3f5829dc0cf6e6c0889b563b0a94d4491b1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
b674da809d6d5c2b5b903e41d269a928337f8045	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	Unclassified
78fe3503606db6ec707c9247457d37423135651d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
5cbd1ae2aa9c87ce557cd0a37fd73b4c5a648153	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
5af33cc7743a10707b6f6dbd7c5e186e9b8cf03b	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Eikenella; s__	g__Eikenella
0bbc9f80cbc1d62097d5478980b9afe5f1f587fe	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	Unclassified
306dc504f1d20beae999337a73534077c2e98cf9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
e26b335764b62cdfb1cae2aa14b89df21020028a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
8400c2a7fb7857bff91a392810e27b8f1ead800c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__	g__Granulicatella
3b33a7e70e82a35422aa5ec744b56c75bca5066c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar	g__Veillonella
25272bc4754fa698b8aaf0221354fdc3545979c1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
0219f483c8d2329da23c1a676c692fb379551314	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
19efab76420dd14d0c7d19c30a6208d253e27d90	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	Unclassified
7536d9bb5775906c13b3f18c628ea941d6c22388	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
a910ac4bac19c2382e2f1d4ad28a55003fb8ed70	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
84b90539145939d9d3adb116a51f12242845526b	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
795b9093cd1adacba6ccc6020d445484a6dc6510	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
5cefdcd81b72ef089200e4a8c4267788bc0fef26	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
36688eabb4422d7a15f36c05833447c69a922e54	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
47729860e2ced0a5d077ef46cbf4c882d76d7204	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Catonella; s__	g__Catonella
659170c0796c3e246a4544416169f2275b327df7	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae	Unclassified
796e82131ef8c31b2179183f841a48610cc2c71f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
9bb0bbf980b8f001d674c23ec1dbdd08d29c528a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
06223fe8aa02d2269cf64ee7fa1f512021b13c8d	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
4d1eb4a80cc4e6e49e88cebd9c280985d7c8fee4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
0d5fd3357702e23d9d652332a4d009ced12bb8fc	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
1738a257a11f78d78e8bd4f9a8a83cf4883635d1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
52ea027b30d679076438dfa236acb6e8b120e2b1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
6868f5cbaf8fc98309dcf0cc78d15837e27a4d85	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Trichococcus; s__	g__Trichococcus
4f06e490033119cd74142d3d270ce263cea267a6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
03a3759beaa500aaabcf356bea3bd90e376913f2	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
7ca9ac99360f3e2aac2648c448fa3da0e3b44a2b	k__Bacteria; p__Firmicutes	Unclassified
7b33eec38b3a074a8674969d0c34435acf8ed3ca	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
9a07aad6a985829074960f624acc7d7d4285836b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
6d2fb670ddb15be41aa5ee1412b457b19692d240	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
17920e59545651070cd1ed468614529cff09e2df	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__	g__Granulicatella
86bb2ec6484eb94b40dfb3c94c196944f7e9b33a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__	g__Granulicatella
b49a2c590580551308954a31afc448150494c136	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Eikenella; s__	g__Eikenella
40085de53453415e479283b88b1b723c6993c260	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
2725bb9233c6fc94a7acfca915d77b339a82ebd6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
668211c0912be030fba2f3d4bcf2460954160785	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
b1cda18212fe0dd4acc4a38ca77749ccd570155c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
00a87640da5ad0eb966c681ffc856cf8d3134a01	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__	g__Granulicatella
54bb95386c72150e9a900942864caad3ad5854a5	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
18b4fd1b025d19c946ad57a202b9a7585aaf76fe	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
2da55ed470e6ac4be33c7047ee978334764a0576	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
4c781ff9eb6355a52e8f0b287f4ad88cb4c413b9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__	g__Granulicatella
450d418191b2d7f0650bb8627d2a3321a8e06d88	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
64a7a3b33071c42c77d7add2e2435cf82e0f3aac	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
9d59486735864d6d8c4a3977741142d6baca4f22	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
01ad32616a9184d417c393e79b4ff62bbf7ef922	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
252c1677e84404235bd465e13ebdad542cc5c529	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
30422976ef6d9e53aba51c87641e66a60612009f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
184ee3738d72c1161104cee0e59d684bdbac3717	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
0108868c860096cf5ae3d3e8d05985580babe164	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
515419a38205f538ea36b0bed723d83361c11ec8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	g__Porphyromonas
0874c863062481d47554bb8fd18eab8f4345d1fd	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
29764208e1f8a136ded26c07528417b7ab0cc6db	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
52ec46811aa66698e204701b1f629524c922f397	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__	g__Granulicatella
7639966c9c665c150c48f52173bd58f51ae3c222	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	g__Porphyromonas
26830778c1dd88f50acca78ee94d21dd54862482	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
64ca0094177f0fb1c40599c7cfa4ff4123ac5977	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
cc80f978127703085b86f2cb394f5a6ed5a91f9d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Catonella; s__	g__Catonella
883ebad005374bf5642d63c92642064b6a7b94f9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
a26278e92ae8112ea6858ad64c4d2959f5723400	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
21c4005a9e951fecca850e4a1225d72119367a59	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
189b1b89b9a3199433ecf8c2eb13023503c622b1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__	g__Neisseria
50920b6276e72ff8054944cf0f9946381e5452bc	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
562484e00e2c1166281c419c859219847ecb123e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
7c99a595d89704365dc00217ed894e9ccf13993e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
606f4e3f2271fcc24a4c111c616d9051862139a6	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica	g__Prevotella
19fcbfab6dd77d0d735548469d89ee8a218ce302	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
7f07e7da75da26801a226b845bda218bf9eab7c6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	Unclassified
2622e0caf07220a6e5a458f98454da6410545a3e	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
bb9e84f42c58bab689f2f0c072770a6a9b489ba6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
a60e6db1fd0de4a910a778d4a43bfb9d0f015ea0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
4fa5d5e28aa9b5ebd0766daf05b9214be77c2cd7	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__	g__Bulleidia
13903286319cd47f45b58d08911252377877d950	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
c9e5182a904a0f4a8d349aa5422848874ff290e0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
0a819cd19722f0eba8d0987eda7ce7db7973159d	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus	g__Haemophilus
8aced18b73c35e80eac64168916d27d561e8c15a	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__	g__Leptotrichia
3d74588d00b28eb43eb6c2bf5326b1272b83075b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
02c6660411f0a5e7555e7e1ed5ea38be086cfac8	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
36830a4f4da2d69965000b34c46c8c9a906822f3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
6e5eca6388f2d02c59b168b9ded2dcc2aff3d280	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium; s__	g__Oribacterium
8290f31907e8f634b4217f6a40cc79e2c3b288d9	k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__	Unclassified
3edb7507bdd718deeb72de053e04de9555fc84e7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
2be397db7dfebb89fd0ba1826972fc1b53ff6acd	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae	g__Haemophilus
bc1beda3aff99db86f326efb096ec3347c77b13e	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
c0caf1a9e5be86fb57909a220845360b56c54f31	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae	Unclassified
2f9977d0876264a99b151c0a15053a5182b62aeb	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
43966f01846b46d5b88d8dbb95733e0fc53a8fc5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Catonella; s__	g__Catonella
8685941d20b41dacd7fb5938f3cdd43604da4431	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
e3c4060b30cd58c9c851f0bb6e5209239909dd9a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	Unclassified
213df006aa7c2cb9c492d6065a72a5629ec8fa4b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
c54c051a606af582df4f470e9dc8193a7131b65e	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
a0c4a1ef03343b8aa0d42d6df25d645d2efec96a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
01fe6b1c895848bcabee8776a42e3b4a640d7051	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
1169afb152cee67d50f679653198c868d47ee0b1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
d94ec033b4bc412d020230e31bf94172ecd8a4b4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella; s__	g__Gemella
996052d782c3f324293e1823b08892b370ce29aa	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
1d0e900a10f9196e0a85c9b9f680fa6f83435367	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
758959c53362df13bc0bae1187d51cc82fa259c8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Moryella; s__	g__Moryella
bed6b3ccd16165648339cf96602322d3216c76cf	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus	g__Haemophilus
a0b927e2b68d469567b3da67f7db5a7f26fe2ca9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
9f4f1b6faeee4f61c53310051439d4669b857675	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__cinerea	g__Neisseria
477a0234110c85f1584cf2148282792ba2079e4a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__	g__[Prevotella]
0f28ddd92167733faf6447924d3bf30b3fc98785	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
328eda904bccbea0298caac3f6d2a9f419dfaa6d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
e7dc972d49ada1e3714ecea6c72d5cb3c4a62f5d	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
49a75b023b687bcb4817cba677bf4d9cbb43a36a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
76e2dd537ccdaa70ad22ce5c7d13528272f7a47e	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
0c273e56899a627c689588451f6f2a940fb3a0e8	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
07014ddd28f1b625fe3ac846c877bbea65f7be74	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
bc86d090f8c1f30b1011b4f865b52ef22c202a3c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
2f7893fc9ad2c8f17a561f1a257d3033fbfe419d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica	g__Prevotella
88fc538c5ad81023a893fce3b8f4907b458c4056	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
8a266fa01d2af97674223f0ca90eec833981f9a2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
56718a430950cdf8d5e8d281541050819b75c951	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
12215a7bfa497c64ab82dc53ae33b110ad90726e	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Eikenella; s__	g__Eikenella
343bfa8f8cdefc5807efe7ff60c68198278a677a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
02acc17f8233baff3c23494a59b08f2b5c7300b1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	g__Staphylococcus
bb9edb943274f51a1fac68b4079a6320fe8a2662	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__	g__Neisseria
a2eafe10460f6297fe64eae3e7bca03769314588	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
4056f10eb0f576588a53b19874176c89898b3cd4	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
20227ecd14531d92ec1a294ed10f40a3b9cc210c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	Unclassified
3f36a75a6ebc392795ccbce227595d38f1b32c5a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
0f35fe2e655d9b5653acee2eac49f3f54ca2578e	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__cinerea	g__Neisseria
4cf731a612261580c9593631073bf55e80961595	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
459d354dd468c9f61086d9a75b1d274f46d20ae9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
3f04c39f720e96ccd4985e2f42a9cda811a9173f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
