	Taxon	genus
e01d63869135ffeb5846e16148fca657e5cfef1f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium; s__	g__Oribacterium
10fae4c1245c54d31f6daa3e2571ba011a3b5a2b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__	Unclassified
d52f6e7273c51274f9f2866e1dbec36cae63ac1c	k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__	Unclassified
d7d5d52e3e76c1ba7afde6fe7b726f93451f9537	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Filifactor; s__	g__Filifactor
ad6cec43a82eb6a3a3a831afe675e2da7a3c209d	k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__	Unclassified
2435ff8333e0e7cf88079f2645c986e05ba987f8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis	g__Parabacteroides
010658108f5659d3f4fac33d2d4bc0472de443e1	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__	g__Campylobacter
0729b2f9fb3e18c35532551d98e27d5590d61c11	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	g__Porphyromonas
bf4e337c5011ae7defc60aff2ded92e6d6d46f1c	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__	Unclassified
443ec1a5c1456521eadd025c420f48f2f76f2995	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
9bb3a2efc220d4aabb301e2d5487e15f1655fbf2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__intermedia	g__Prevotella
5d9b1bfa94ccfb5f4f46cdb1620d5acbd2dbda8f	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia; s__	g__Lautropia
53390d100078c194c66809d9de653b4a4296a9c4	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__	g__Leptotrichia
996fb0637663c3d2738a63f0315f6749a1c08d43	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	g__Treponema
7b28b2d29bf3c42d678a9ca26ad4baddeda48051	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__; s__	Unclassified
f4806dada982be1b646aed19b9cbd62ef8d38c32	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica	g__Prevotella
1712acbc07bd2b72d50dca5de9cbb4f677e1945a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Catonella; s__	g__Catonella
49bb03168db230ee6a8ff9f0c4bd5ed7311dd5e3	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__	Unclassified
3989a1a0f2729e728297da70bcf4c61e0adefcae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	g__Dialister
e61a4ef3c000fc312df3e47d7c9f42466d086e4f	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas; s__	g__Halomonas
cdb300c00ae0bc7d7142c3d6a9c956afffe4ddf2	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__	g__Campylobacter
f707f87f95d78631f1d5384ddc46a39fe4271738	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
451a6aa133ddbdea19451f4b50b2aa6350e14f1c	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__	g__Campylobacter
0a3c729d223e0e663d77f18aa78a83f62963ea2a	k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__	Unclassified
7a6839c891a73bb065c4060d61c3b6976dcc41a8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
30c15ac19a955f164a60dff12556d936042f1d36	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__	Unclassified
08cb66621d26c634d37b80a70b81da258d6ef0a5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Paludibacter; s__	g__Paludibacter
5f3a1710589662595d839bc5dd9a5d910ebf730d	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__socranskii	g__Treponema
873766f90d3db9914b2c9a7898e275843906fc5e	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	g__Streptococcus
2be342366328097e1f540cedfb1e1d9120c8f713	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__	g__Paracoccus
fa1469eb4488b6db1ddf59e25096c97fb010ec54	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__	Unclassified
e49f7459d1fd9d0b54b3e9c4ca81349d28afc5a6	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	Unclassified
d132735a8f1d8dad7457511e00a700426e0a91dd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Moryella; s__	g__Moryella
fa9bff0479c1d1edfbe3f20d4caa74d22310382b	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__	g__Leptotrichia
a77509d7be1973f961bceae347a77636b4cc1a88	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	g__Porphyromonas
d3e456324b223640061a56d201b64ac56505f3d5	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__	g__Atopobium
56c82d4d58c1d6b5944112fce4f1a870a3a296a0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
0a85694583988a6770a9fde6dd5e8a17acfafd1e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
fd132025290a0a409611366d068ad61f63039b9d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__	g__Lactococcus
b931b0075f3d36b6ef81da9aa942e8a9b4182f9e	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	g__Treponema
5b7882cc148cd9869326ef3f0ae53901b712126e	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	Unclassified
0eea3f5ee44e79013037b8a8d71c7bd67d1c9735	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__tannerae	g__[Prevotella]
0ed679378b20a6fe51ff8fbff31321660e0a3faf	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__	g__Leptotrichia
d9b816e1cec54fa2b73a99191ff9c0cb4b0ec0ab	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__	g__Rhodococcus
292795748d4d8ebbb7a53641ac753943255eb9f0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	g__Oscillospira
1a3143186a8bd8caec2ece13bb00435d5af079a2	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Eikenella; s__	g__Eikenella
6a1f22b1bf02c28c7ecc73f2f0028a18b7c91abe	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia; s__	g__Abiotrophia
820636625555e1354b63d090e8cc78388cb43f95	k__Bacteria; p__TM7; c__TM7-3; o__I025; f__Rs-045; g__; s__	Unclassified
63e07f64533b1cee8c94840139656fb4a2c36764	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nigrescens	g__Prevotella
64fb1e34610537ae992f45a967ae97eaf1fa4b4a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__	g__[Prevotella]
fed9a77e8858474d5da908ae6abfd07db48728c7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	Unclassified
62ab0a2d5d6c070c430cbdc86f6cb8178f8814b6	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__	Unclassified
5ce87d78f8ffe6991552b13c82e80dacb9ffdc45	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__	g__[Prevotella]
060484f6d2e92dae77e49bd15cbca4ff23bb3633	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Propionibacterium; s__acnes	g__Propionibacterium
1f6ee21e4df1f0b82f5fcd3a714db2f4b0fda861	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__	g__Granulicatella
11dad0cf2aaef6d50ad6fd038799d4e94e085af8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	g__Prevotella
3eb2b8e5ecefbc3377e7ab956c839c706eaf6695	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__	g__Selenomonas
f91e1da1b1fd7581e1715e6617e73774bc6dbca8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	Unclassified
6dabe2ce62625895633d90c7f85ad7fafc5de26a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	Unclassified
4b125638c1bda26c19ae3162538504fe3bcc354f	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__	g__Achromobacter
bcf57ee242618647a992c92b93f79035a5d024d3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae]; g__Exiguobacterium; s__	g__Exiguobacterium
7713dbf7bfd12f90aac60351f5c44a894e7df7b5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium; s__	g__Oribacterium
e584b901f75189fb8bdbd905d72ba40fd229a385	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Gordoniaceae; g__Gordonia; s__	g__Gordonia
6a7b209f9a76ad7526ed094fe0c881171e6caf9d	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__	g__Bulleidia
b450140f1293521ae9b25b9f10cd5482670d9ae8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	Unclassified
6f7fd446687e6a3f1f9f55f2eddb56d97ec69760	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	g__Bacteroides
c42429635e5b23aee786f442b408027b0be333bc	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
b765eb8fb54b42d18e254316907a4fce4d36393d	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__algae	g__Shewanella
83aae281420deee6f891f847dafbf1f90d33637d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	Unclassified
45070bf5062afad0baf61a9b72539a34065f2a3e	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	g__Porphyromonas
ce4fe0aedb43d773b35ec1c23c7a22ccfa1c07cc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Butyrivibrio; s__	g__Butyrivibrio
b10fd169f4a7b9e95a08ffd9041f519496d65d21	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	Unclassified
e3951ba092dff4f32cf27a0e3d7ee6102bd4ef73	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica	g__Prevotella
44d59d5ceb40c953ad51d926d6a8e555db69e2a2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	Unclassified
05d5cdfcbd8dd32a5d1eb63535bfdb77cd16183d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	Unclassified
5fe03834730d5af093afa01f692079ff98bdc15f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	Unclassified
b6f6921822a834e29e66aa3d3aceafcf908fa4b9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__	g__Selenomonas
30e4f6a946b9ea99aead33b22a8a0b4597a44546	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__	g__Selenomonas
ccd6c99d8fa3fe00ff62e771f2bf34ace5a47d5d	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__	g__Capnocytophaga
3302e23cc29580c24486c9ef5e31d92ca368be9f	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	g__Parabacteroides
86a294d27f2c381ebaf027f8646f05d42be017be	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	Unclassified
7ff79fbd94099b2fb518c54d9a7f198fa1a4ba0f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	Unclassified
b938f1dc7d363262c124b4043af0320890c898ae	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	Unclassified
3db42f91b72d72711016d9d676a7796008125ea2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__pallens	g__Prevotella
4659ccb67e25db476ba6321fc1500477caa14ee7	k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__	Unclassified
17fbd6d684dff28aca72d23b4fe3eed4d8a89e45	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__	Unclassified
10be0cf07af1d9c36d8475dae27b7ed40cde4c7c	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter; s__	g__Aggregatibacter
63318960c5c18984249c36951c7a8305189258ab	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	Unclassified
ae9ed2c9b0b111463f32d423cc7bc3eb32b11be0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	g__Bacteroides
1ede45377a39f1158a93276856dec53d9bc81e74	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Peptococcus; s__	g__Peptococcus
f200baacdb284af90b3727f9d0f199b4b606d1b9	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	g__Treponema
c1e13b1d4a6baddab7eb6d023b418166818c9e21	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Arcanobacterium; s__	g__Arcanobacterium
5bf2f11d0cbd312499d0169dc1ee6ae14fc49c1a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	g__Actinomyces
720539693809b5039802a1c7f665acc5fc73a015	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	g__Pseudomonas
951ef0c16786c4e4127b3c72b683eebaa9ea9014	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	Unclassified
f1be0aa5f705719ed2ede8ad89ec2077a54aac81	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__	Unclassified
20ddc2e49a77cafa4f53ebe1a043b189062f20fd	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Dethiosulfovibrionaceae; g__TG5; s__	g__TG5
7f7252e545c5a63e68df92b9b0a37569114c3056	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	Unclassified
00b039e30823b00f75f83d043bd7a7e1db6f1abe	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__ochracea	g__Capnocytophaga
55f43c06f489054f92d22e925f59468e614b79e2	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum	g__[Eubacterium]
43cd58f694f4637f0fd9ea35dd01d4ea38295185	k__Bacteria; p__GN02; c__BD1-5; o__; f__; g__; s__	Unclassified
