	Unclassified	g__1-68	g__AF12	g__Abiotrophia	g__Achromobacter	g__Acidaminococcus	g__Acidovorax	g__Acinetobacter	g__Actinobacillus	g__Actinomadura	g__Actinomyces	g__Actinomycetospora	g__Actinoplanes	g__Actinopolymorpha	g__Adlercreutzia	g__Aerococcus	g__Aeromicrobium	g__Aggregatibacter	g__Agrobacterium	g__Agromyces	g__Akkermansia	g__Alcanivorax	g__Alkaliphilus	g__Alkanindiges	g__Allobaculum	g__Alloiococcus	g__Amaricoccus	g__Ammoniphilus	g__Anabaena	g__Anaerobacillus	g__Anaerococcus	g__Anaeroplasma	g__Anaerostipes	g__Anaerotruncus	g__Anaerovorax	g__Anoxybacillus	g__Aquicella	g__Arcanobacterium	g__Arsenicicoccus	g__Arthrobacter	g__Atopobium	g__Azospirillum	g__Bacillus	g__Bacteroides	g__Balneimonas	g__Bdellovibrio	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Brachybacterium	g__Bradyrhizobium	g__Brevibacillus	g__Brevibacterium	g__Brevundimonas	g__Bulleidia	g__Burkholderia	g__Butyricimonas	g__Butyrivibrio	g__C39	g__CM44	g__Caldicoprobacter	g__Caldilinea	g__Campylobacter	g__Candidatus Koribacter	g__Candidatus Rhabdochlamydia	g__Candidatus Rhodoluna	g__Candidatus Solibacter	g__Capnocytophaga	g__Cardiobacterium	g__Catonella	g__Cellulomonas	g__Cellulosimicrobium	g__Chitinophaga	g__Chryseobacterium	g__Chthoniobacter	g__Citrobacter	g__Cloacibacterium	g__Clostridium	g__Cohnella	g__Comamonas	g__Coprobacillus	g__Coprococcus	g__Coprothermobacter	g__Corynebacterium	g__DA101	g__Dactylosporangium	g__Dehalobacterium	g__Deinococcus	g__Delftia	g__Dermabacter	g__Dermacoccus	g__Desemzia	g__Desulfobulbus	g__Desulfosporosinus	g__Desulfotomaculum	g__Desulfovibrio	g__Devosia	g__Dialister	g__Dietzia	g__Dorea	g__Dyadobacter	g__Dysgonomonas	g__Eikenella	g__Enhydrobacter	g__Enterobacter	g__Enterococcus	g__Epulopiscium	g__Erwinia	g__Ethanoligenens	g__Exiguobacterium	g__Facklamia	g__Faecalibacterium	g__Filifactor	g__Fimbriimonas	g__Finegoldia	g__Flavisolibacter	g__Flavobacterium	g__Flexispira	g__Fluviicola	g__Fusobacterium	g__Gemella	g__Gemmata	g__Gemmatimonas	g__Geobacillus	g__Geobacter	g__Geodermatophilus	g__Gordonia	g__Granulicatella	g__Haemophilus	g__Halomonas	g__Helcococcus	g__Helicobacter	g__Holdemania	g__Hydrogenophaga	g__Hylemonella	g__Jeotgalicoccus	g__Jonquetella	g__Kaistobacter	g__Kingella	g__Klebsiella	g__Kocuria	g__Lactobacillus	g__Lactococcus	g__Lautropia	g__Legionella	g__Leptotrichia	g__Leucobacter	g__Limnobacter	g__Luteibacter	g__Luteimonas	g__Lysinibacillus	g__Lysobacter	g__Macrococcus	g__Marinibacillus	g__Marinobacter	g__Megasphaera	g__Mesorhizobium	g__Methylibium	g__Methylobacterium	g__Microbacterium	g__Microbispora	g__Micrococcus	g__Microlunatus	g__Mobiluncus	g__Mogibacterium	g__Morganella	g__Moryella	g__Mucispirillum	g__Mycobacterium	g__Mycoplana	g__Mycoplasma	g__Myroides	g__Nannocystis	g__Neisseria	g__Nesterenkonia	g__Nitrospira	g__Nocardioides	g__Ochrobactrum	g__Odoribacter	g__Oligella	g__Oribacterium	g__Oscillospira	g__Paenibacillus	g__Paludibacter	g__Pandoraea	g__Parabacteroides	g__Paracoccus	g__Parvimonas	g__Pedobacter	g__Pedomicrobium	g__Peptococcus	g__Peptoniphilus	g__Peptostreptococcus	g__Phaeospirillum	g__Phascolarctobacterium	g__Phenylobacterium	g__Phormidium	g__Pilimelia	g__Planctomyces	g__Planococcus	g__Plesiocystis	g__Polaribacter	g__Porphyromonas	g__Prevotella	g__Propionibacterium	g__Propionicimonas	g__Propionivibrio	g__Proteus	g__Providencia	g__Pseudoalteromonas	g__Pseudomonas	g__Pseudonocardia	g__Pseudoramibacter_Eubacterium	g__Pseudoxanthomonas	g__Pyramidobacter	g__RFN20	g__Ralstonia	g__Ramlibacter	g__Rheinheimera	g__Rhodobacter	g__Rhodobium	g__Rhodococcus	g__Rhodoplanes	g__Rickettsiella	g__Roseateles	g__Roseomonas	g__Rothia	g__Rubellimicrobium	g__Rubrobacter	g__Ruminococcus	g__Rummeliibacillus	g__SHD-231	g__Saccharopolyspora	g__Salinicoccus	g__Salinisphaera	g__Scardovia	g__Schwartzia	g__Sedimentibacter	g__Sediminibacterium	g__Selenomonas	g__Serratia	g__Sharpea	g__Shewanella	g__Shuttleworthia	g__Simplicispira	g__Skermanella	g__Slackia	g__Sneathia	g__Sphaerochaeta	g__Sphingobacterium	g__Sphingobium	g__Sphingomonas	g__Sphingopyxis	g__Spirosoma	g__Staphylococcus	g__Stenotrophomonas	g__Streptococcus	g__Streptomyces	g__Sulfuricurvum	g__Sutterella	g__TG5	g__Tannerella	g__Tepidimonas	g__Thermicanus	g__Thermus	g__Treponema	g__Trichococcus	g__Trueperella	g__Turicibacter	g__Vagococcus	g__Varibaculum	g__Variovorax	g__Veillonella	g__Vibrio	g__Virgisporangium	g__Vogesella	g__WAL_1855D	g__Xylanimicrobium	g__Zoogloea	g__[Eubacterium]	g__[Prevotella]	g__[Ruminococcus]	g__ph2
SRR18236708	8.10124	0.0285642	-1.07005	0.0285642	2.14883	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	6.98796	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	2.4853	0.0285642	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	0.0285642	-1.07005	-1.07005	3.92038	0.0285642	0.875862	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	0.53939	2.64352	-1.07005	-1.07005	4.9534	-1.07005	-1.07005	-1.07005	-1.07005	7.3209	-1.07005	-1.07005	-1.07005	-1.07005	6.56863	2.4853	4.94855	-1.07005	-1.07005	-1.07005	0.0285642	-1.07005	-1.07005	0.53939	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	0.0285642	3.74214	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	2.7801	-1.07005	-1.07005	0.0285642	-1.07005	6.02585	-1.07005	-1.07005	-1.07005	-1.07005	3.07309	0.0285642	-1.07005	0.53939	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	7.24699	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	10.2551	5.70418	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	0.875862	1.4949	0.0285642	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	1.97447	-1.07005	8.56967	0.0285642	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	3.34879	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	3.70908	-1.07005	2.22579	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	3.94723	-1.07005	-1.07005	-1.07005	4.39801	-1.07005	-1.07005	5.11822	-1.07005	-1.07005	5.86629	-1.07005	-1.07005	0.0285642	5.41764	-1.07005	-1.07005	5.45057	1.12718	6.2597	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	6.95841	6.16917	0.53939	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	3.99886	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	0.0285642	-1.07005	-1.07005	-1.07005	-1.07005	2.7801	-1.07005	-1.07005	-1.07005	-1.07005	4.26267	-1.07005	-1.07005	-1.07005	-1.07005	3.27376	-1.07005	-1.07005	7.28298	-1.07005	-1.07005	0.875862	-1.07005	-1.07005	-1.07005	2.14883	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	0.875862	-1.07005	7.76502	1.32785	-1.07005	-1.07005	4.40642	6.13112	-1.07005	-1.07005	-1.07005	7.04935	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	-1.07005	3.87871	-1.07005	-1.07005	-1.07005	1.76317	-1.07005	-1.07005	-1.07005	3.46255	-1.07005	-1.07005
SRR18236719	6.77822	-1.28358	-1.28358	-0.184966	3.96869	-1.28358	-1.28358	0.325859	-0.184966	0.325859	5.3667	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	3.67927	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-0.184966	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	0.913646	-1.28358	0.662332	1.28137	-1.28358	-0.184966	2.64825	2.27177	3.31154	-1.28358	-1.28358	0.325859	2.56657	-1.28358	-1.28358	0.325859	-1.28358	-1.28358	2.01226	2.72375	1.66086	-1.28358	-1.28358	1.66086	0.662332	-1.28358	-1.28358	-1.28358	4.47532	0.662332	-1.28358	-1.28358	-1.28358	4.5483	0.662332	3.08587	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-0.184966	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	3.46135	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	1.11432	0.662332	-1.28358	2.01226	0.325859	-1.28358	-1.28358	-1.28358	3.40777	-1.28358	-1.28358	-1.28358	-1.28358	1.54963	0.325859	-1.28358	1.42447	-1.28358	-0.184966	-1.28358	0.662332	-1.28358	-1.28358	1.11432	-1.28358	-1.28358	-0.184966	-1.28358	-1.28358	-1.28358	5.86241	4.85415	0.662332	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	1.66086	3.7337	5.62916	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-0.184966	0.325859	-0.184966	-1.28358	0.325859	-1.28358	-1.28358	5.16373	-1.28358	5.2887	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	2.92111	-1.28358	-1.28358	1.42447	0.913646	-1.28358	2.01226	-0.184966	-1.28358	1.11432	1.28137	2.15041	-1.28358	0.662332	-1.28358	-0.184966	-0.184966	0.913646	6.28532	-0.184966	-1.28358	-1.28358	5.78374	-1.28358	-1.28358	2.01226	-1.28358	-1.28358	2.27177	0.662332	-1.28358	2.68671	1.28137	-1.28358	-1.28358	2.56657	-1.28358	4.84982	-1.28358	-1.28358	1.42447	-1.28358	-1.28358	-0.184966	-1.28358	-1.28358	-1.28358	3.6364	4.48161	2.89081	-1.28358	-1.28358	-0.184966	-0.184966	-1.28358	2.60824	-1.28358	-1.28358	-1.28358	2.89081	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-1.28358	-0.184966	1.54963	-1.28358	0.325859	0.662332	6.61854	-1.28358	-1.28358	-1.28358	-1.28358	1.28137	-1.28358	-1.28358	-1.28358	0.662332	3.29113	-1.28358	-1.28358	4.82789	-1.28358	0.325859	4.39659	-1.28358	-1.28358	-1.28358	1.42447	-1.28358	-1.28358	-0.184966	-1.28358	1.42447	-1.28358	-1.28358	3.24902	2.21293	7.02708	2.79396	-1.28358	-1.28358	3.15907	0.325859	-1.28358	-1.28358	-1.28358	3.7337	-1.28358	-1.28358	-1.28358	-0.184966	-1.28358	-1.28358	4.71038	-1.28358	-1.28358	-1.28358	-1.28358	0.662332	-1.28358	-0.184966	2.32734	-1.28358	-1.28358
SRR18236725	8.42147	-0.742517	-0.742517	5.2663	-0.742517	-0.742517	0.356095	-0.742517	1.82243	-0.742517	8.944	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	1.20339	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	0.866921	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	0.866921	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	5.75124	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	4.22033	-0.742517	-0.742517	-0.742517	-0.742517	8.85614	-0.742517	5.56193	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	1.45471	-0.742517	2.75399	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	0.356095	-0.742517	-0.742517	-0.742517	-0.742517	6.19964	-0.742517	-0.742517	2.0907	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	5.83256	8.94076	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	6.34673	7.79742	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	0.356095	-0.742517	6.73452	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	0.356095	-0.742517	-0.742517	-0.742517	0.356095	-0.742517	-0.742517	7.3739	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	7.14619	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	2.55332	-0.742517	-0.742517	1.65538	0.866921	4.97779	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	8.43973	6.69292	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	4.52017	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	4.56079	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	1.82243	-0.742517	9.78131	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	-0.742517	0.356095	0.866921	-0.742517	0.356095	1.65538	1.20339	-0.742517	2.8684	-0.742517	-0.742517	-0.742517	-0.742517	0.356095	-0.742517	-0.742517	6.95324	-0.742517	-0.742517
SRR18236726	8.86818	-0.850725	-0.850725	0.247888	-0.850725	-0.850725	0.758713	2.64578	-0.850725	-0.850725	5.93033	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	2.70462	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	0.247888	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	1.3465	-0.850725	0.758713	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	3.0811	-0.850725	-0.850725	0.758713	-0.850725	-0.850725	-0.850725	-0.850725	6.22846	-0.850725	-0.850725	-0.850725	-0.850725	8.24027	-0.850725	7.27992	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	6.94616	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	2.09371	-0.850725	-0.850725	-0.850725	-0.850725	5.08681	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	0.247888	-0.850725	-0.850725	-0.850725	-0.850725	0.247888	-0.850725	-0.850725	-0.850725	-0.850725	10.4784	6.61264	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	0.247888	4.59169	2.28477	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	0.247888	-0.850725	-0.850725	7.39072	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	1.09519	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	0.247888	-0.850725	-0.850725	0.758713	0.247888	1.09519	-0.850725	-0.850725	-0.850725	2.51657	-0.850725	-0.850725	5.38955	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	2.86285	-0.850725	-0.850725	1.54717	-0.850725	-0.850725	-0.850725	7.43655	-0.850725	-0.850725	6.59528	-0.850725	7.9047	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	6.8023	8.63201	0.247888	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	0.758713	-0.850725	0.247888	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	0.247888	-0.850725	-0.850725	-0.850725	-0.850725	1.09519	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	1.85733	-0.850725	-0.850725	7.38913	-0.850725	-0.850725	1.09519	-0.850725	-0.850725	-0.850725	2.64578	-0.850725	-0.850725	-0.850725	-0.850725	0.247888	-0.850725	-0.850725	4.08375	-0.850725	5.42026	0.247888	-0.850725	-0.850725	0.247888	1.71422	-0.850725	-0.850725	-0.850725	3.7444	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	4.66673	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	-0.850725	6.74968	-0.850725	-0.850725
SRR18236727	6.86815	-1.01981	-1.01981	0.589631	0.0788057	-1.01981	2.27603	6.0794	-1.01981	-1.01981	3.05773	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	1.17742	-1.01981	-1.01981	-1.01981	-1.01981	0.0788057	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.0788057	-1.01981	-1.01981	-1.01981	1.68824	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.926104	1.54514	2.02472	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.0788057	-1.01981	-1.01981	0.0788057	0.589631	4.43978	0.589631	-1.01981	2.53554	-1.01981	-1.01981	-1.01981	-1.01981	1.92463	-1.01981	-1.01981	-1.01981	-1.01981	6.67504	-1.01981	3.324	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.589631	-1.01981	0.0788057	-1.01981	0.0788057	-1.01981	-1.01981	-1.01981	10.472	-1.01981	-1.01981	-1.01981	0.926104	0.0788057	-1.01981	0.0788057	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	2.11569	-1.01981	-1.01981	-1.01981	0.0788057	3.09107	0.926104	-1.01981	1.92463	-1.01981	-1.01981	-1.01981	1.17742	-1.01981	-1.01981	4.17869	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	5.5327	6.47629	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.0788057	8.45036	4.55235	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.926104	-1.01981	2.64376	0.926104	-1.01981	1.92463	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.926104	-1.01981	-1.01981	0.0788057	-1.01981	-1.01981	0.589631	-1.01981	-1.01981	2.74139	6.08598	-1.01981	-1.01981	0.589631	0.0788057	-1.01981	-1.01981	-1.01981	1.54514	-1.01981	-1.01981	-1.01981	0.0788057	-1.01981	-1.01981	0.0788057	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.0788057	7.71008	-1.01981	-1.01981	2.41418	2.98753	7.6752	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	6.69754	4.77625	1.54514	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	3.5549	0.0788057	2.02472	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.589631	-1.01981	-1.01981	0.0788057	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.589631	2.98753	-1.01981	-1.01981	6.51762	-1.01981	0.926104	3.37464	-1.01981	-1.01981	-1.01981	1.37809	-1.01981	-1.01981	-1.01981	-1.01981	1.37809	-1.01981	-1.01981	8.63784	-1.01981	5.844	0.0788057	0.0788057	-1.01981	2.11569	-1.01981	-1.01981	-1.01981	-1.01981	6.1246	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	0.926104	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	-1.01981	5.98779	-1.01981	-1.01981
SRR18236728	7.98507	-1.2889	-1.2889	3.63108	-1.2889	-1.2889	3.42063	3.10555	-1.2889	-1.2889	4.98586	1.10899	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	3.0549	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-0.190292	-1.2889	-1.2889	-1.2889	3.50689	-1.2889	-1.2889	0.657006	-1.2889	-1.2889	4.35654	2.07839	2.51776	3.52328	-1.2889	0.657006	-0.190292	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	4.32787	0.320534	-1.2889	-0.190292	-1.2889	-1.2889	0.320534	-1.2889	4.67468	-1.2889	-1.2889	-1.2889	-1.2889	8.08924	-1.2889	3.10555	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	0.657006	0.90832	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-0.190292	3.70153	-1.2889	-1.2889	-1.2889	-1.2889	0.320534	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	3.89848	-0.190292	-1.2889	-1.2889	-0.190292	6.57935	2.07839	-0.190292	1.65553	-1.2889	-1.2889	-1.2889	0.657006	-1.2889	-1.2889	5.81524	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	8.94119	6.50468	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	2.9452	4.37752	4.62189	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	0.657006	1.65553	2.88548	-0.190292	-1.2889	4.51924	-1.2889	-0.190292	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	1.92997	-1.2889	-1.2889	0.320534	-0.190292	-1.2889	1.41915	-1.2889	-1.2889	3.38392	0.90832	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-0.190292	-1.2889	5.17413	-0.190292	-1.2889	-1.2889	0.320534	-1.2889	-1.2889	3.57091	-1.2889	-1.2889	-0.190292	0.320534	-1.2889	0.90832	8.49281	-1.2889	-1.2889	1.10899	0.320534	7.41111	-1.2889	-1.2889	-1.2889	0.657006	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	5.65711	6.45046	0.657006	-1.2889	-1.2889	-1.2889	-0.190292	-1.2889	7.79621	-1.2889	3.57091	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	0.90832	-1.2889	-1.2889	-1.2889	-1.2889	0.657006	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-1.2889	-0.190292	-1.2889	-0.190292	4.5371	-1.2889	-1.2889	6.55062	-1.2889	2.00693	3.63108	-1.2889	-1.2889	-1.2889	1.54431	-1.2889	-1.2889	-1.2889	-1.2889	1.27605	-1.2889	-1.2889	9.25309	0.320534	7.33678	-1.2889	-1.2889	-1.2889	4.67468	3.45603	-1.2889	-1.2889	-1.2889	6.17446	-1.2889	-1.2889	-1.2889	-1.2889	-0.190292	-1.2889	1.10899	-1.2889	-1.2889	-1.2889	0.657006	-1.2889	-1.2889	-1.2889	4.84882	-1.2889	-1.2889
